repo_name,stars,owner,repo,sustainability_status,language,pushed_at,archived,api_status
xpipe-io/xpipe,381,xpipe-io,xpipe,unknown,Java,2025-12-25T20:29:41Z,False,success
ordinals/ord,381,ordinals,ord,unknown,Rust,2025-12-21T21:15:57Z,False,success
swaggyP36000/TrollStore-IPAs,381,swaggyP36000,TrollStore-IPAs,unknown,Python,2025-04-07T19:44:04Z,False,success
gaotianliuyun/gao,381,gaotianliuyun,gao,unknown,JavaScript,2024-11-17T14:05:27Z,False,success
greatfrontend/awesome-front-end-system-design,381,greatfrontend,awesome-front-end-system-design,unknown,,2025-10-17T08:43:55Z,False,success
workos/authkit,380,workos,authkit,unknown,TypeScript,2025-12-17T17:31:04Z,False,success
localstack/localstack,380,localstack,localstack,unknown,Python,2025-12-25T21:02:02Z,False,success
robotics-survey/Awesome-Robotics-Foundation-Models,380,robotics-survey,Awesome-Robotics-Foundation-Models,unknown,,2024-10-07T19:03:58Z,False,success
samber/lo,380,samber,lo,unknown,Go,2025-12-15T11:44:11Z,False,success
vbenjs/vue-vben-admin,379,vbenjs,vue-vben-admin,unknown,Vue,2025-12-22T19:34:44Z,False,success
joschan21/digitalhippo,379,joschan21,digitalhippo,unknown,TypeScript,2024-06-08T14:49:37Z,False,success
Sanster/lama-cleaner,378,Sanster,lama-cleaner,unknown,Python,2025-04-29T02:13:17Z,True,success
Floorp-Projects/Floorp,378,Floorp-Projects,Floorp,unknown,TypeScript,2025-12-25T17:36:46Z,False,success
byoungd/English-level-up-tips,378,byoungd,English-level-up-tips,unknown,HTML,2025-12-04T05:33:32Z,False,success
serhii-londar/open-source-mac-os-apps,377,serhii-londar,open-source-mac-os-apps,unknown,,2025-12-07T21:32:36Z,False,success
BUPT-OS/RROS,377,BUPT-OS,RROS,unknown,C,2025-01-03T03:28:49Z,False,success
tmux/tmux,377,tmux,tmux,unknown,C,2025-12-25T20:04:58Z,False,success
dataease/dataease,377,dataease,dataease,unknown,Java,2025-12-25T11:01:50Z,False,success
deepset-ai/haystack,376,deepset-ai,haystack,unknown,MDX,2025-12-23T15:13:16Z,False,success
wasp-lang/open-saas,376,wasp-lang,open-saas,unknown,TypeScript,2025-12-19T13:35:06Z,False,success
facebookresearch/audiocraft,375,facebookresearch,audiocraft,unknown,Jupyter Notebook,2025-03-13T16:07:04Z,False,success
openai/tiktoken,375,openai,tiktoken,unknown,Python,2025-10-06T20:21:57Z,False,success
Solido/awesome-flutter,375,Solido,awesome-flutter,unknown,Dart,2025-11-19T10:29:52Z,False,success
squidfunk/mkdocs-material,375,squidfunk,mkdocs-material,unknown,Python,2025-12-18T10:02:57Z,False,success
cubiq/ComfyUI_IPAdapter_plus,375,cubiq,ComfyUI_IPAdapter_plus,unknown,Python,2025-04-14T07:29:17Z,False,success
vfsfitvnm/ViMusic,375,vfsfitvnm,ViMusic,unknown,Kotlin,2024-07-15T23:40:32Z,True,success
huihut/interview,375,huihut,interview,unknown,C++,2025-08-24T07:01:54Z,False,success
juliangarnier/anime,374,juliangarnier,anime,unknown,JavaScript,2025-12-03T17:26:30Z,False,success
DioxusLabs/dioxus,374,DioxusLabs,dioxus,unknown,Rust,2025-12-25T21:51:51Z,False,success
AI4Finance-Foundation/FinGPT,374,AI4Finance-Foundation,FinGPT,unknown,Jupyter Notebook,2025-12-06T08:50:27Z,False,success
dgtlmoon/changedetection.io,374,dgtlmoon,changedetection.io,unknown,Python,2025-12-22T13:46:21Z,False,success
google/generative-ai-docs,374,google,generative-ai-docs,unknown,Jupyter Notebook,2025-12-18T12:42:44Z,False,success
zhiwehu/Python-programming-exercises,373,zhiwehu,Python-programming-exercises,unknown,,2025-04-28T14:03:44Z,False,success
gothinkster/realworld,373,gothinkster,realworld,unknown,TypeScript,2025-12-08T17:22:35Z,False,success
hslr-s/sun-panel,373,hslr-s,sun-panel,unknown,Vue,2025-12-25T02:54:41Z,False,success
wagoodman/dive,372,wagoodman,dive,unknown,Go,2025-12-15T17:20:36Z,False,success
DoctorWkt/acwj,372,DoctorWkt,acwj,unknown,C,2025-09-24T00:55:40Z,False,success
hehonghui/awesome-english-ebooks,372,hehonghui,awesome-english-ebooks,unknown,CSS,2025-12-25T21:49:20Z,False,success
jgraph/drawio,371,jgraph,drawio,unknown,JavaScript,2025-12-19T14:52:17Z,False,success
FiloSottile/mkcert,371,FiloSottile,mkcert,unknown,Go,2024-08-13T13:37:46Z,False,success
puppeteer/puppeteer,371,puppeteer,puppeteer,unknown,TypeScript,2025-12-21T03:03:17Z,False,success
phoenixframework/flame,371,phoenixframework,flame,unknown,Elixir,2025-12-09T15:21:00Z,False,success
novuhq/novu,371,novuhq,novu,unknown,TypeScript,2025-12-25T21:03:12Z,False,success
v2rayA/v2rayA,371,v2rayA,v2rayA,unknown,Go,2025-12-14T16:30:29Z,False,success
clauderic/dnd-kit,371,clauderic,dnd-kit,unknown,TypeScript,2025-12-15T17:17:21Z,False,success
freqtrade/freqtrade,371,freqtrade,freqtrade,unknown,Python,2025-12-25T09:00:08Z,False,success
mrdbourke/pytorch-deep-learning,371,mrdbourke,pytorch-deep-learning,unknown,Jupyter Notebook,2025-01-07T00:33:26Z,False,success
tracel-ai/burn,370,tracel-ai,burn,unknown,Rust,2025-12-24T17:08:41Z,False,success
SigNoz/signoz,370,SigNoz,signoz,unknown,TypeScript,2025-12-26T06:28:09Z,False,success
danielgatis/rembg,370,danielgatis,rembg,unknown,Python,2025-12-04T21:06:20Z,False,success
typicode/json-server,370,typicode,json-server,unknown,JavaScript,2025-11-21T14:13:39Z,False,success
sqlmapproject/sqlmap,370,sqlmapproject,sqlmap,unknown,Python,2025-12-26T00:07:06Z,False,success
storybookjs/storybook,369,storybookjs,storybook,unknown,TypeScript,2025-12-24T19:00:46Z,False,success
bmaltais/kohya_ss,369,bmaltais,kohya_ss,unknown,Python,2025-12-01T05:17:27Z,False,success
0x192/universal-android-debloater,369,0x192,universal-android-debloater,unknown,Rust,2024-08-02T16:16:12Z,False,success
jaywcjlove/reference,369,jaywcjlove,reference,unknown,Dockerfile,2025-12-11T12:47:42Z,False,success
denoland/deno,368,denoland,deno,unknown,Rust,2025-12-24T20:29:35Z,False,success
yuzu-emu/yuzu-android,368,yuzu-emu,yuzu-android,unknown,,,,not_found
ymcui/Chinese-LLaMA-Alpaca-2,368,ymcui,Chinese-LLaMA-Alpaca-2,unknown,Python,2025-07-15T00:47:22Z,False,success
KovenYu/WonderJourney,368,KovenYu,WonderJourney,unknown,Python,2024-09-20T04:31:18Z,False,success
httpie/cli,368,httpie,cli,unknown,Python,2024-12-17T17:30:35Z,False,success
bluesky-social/social-app,367,bluesky-social,social-app,unknown,TypeScript,2025-12-23T03:21:17Z,False,success
xiaye13579/BBLL,367,xiaye13579,BBLL,unknown,,2025-02-28T03:03:17Z,False,success
HumanAIGC/VividTalk,366,HumanAIGC,VividTalk,unknown,,2023-12-05T04:19:52Z,False,success
lydiahallie/javascript-questions,366,lydiahallie,javascript-questions,unknown,,2024-08-04T16:08:40Z,False,success
facebookresearch/detectron2,366,facebookresearch,detectron2,unknown,Python,2025-11-17T18:59:38Z,False,success
TheAlgorithms/JavaScript,366,TheAlgorithms,JavaScript,unknown,JavaScript,2025-09-04T04:02:04Z,False,success
modelscope/modelscope,365,modelscope,modelscope,unknown,Python,2025-12-23T09:26:16Z,False,success
tiangolo/full-stack-fastapi-postgresql,365,tiangolo,full-stack-fastapi-postgresql,unknown,TypeScript,2025-12-25T21:59:08Z,False,success
qier222/YesPlayMusic,365,qier222,YesPlayMusic,unknown,Vue,2025-10-23T09:53:37Z,False,success
medusajs/medusa,365,medusajs,medusa,unknown,TypeScript,2025-12-26T05:58:16Z,False,success
wangxupeng/2019Legal-AI-Challenge-Legal-Case-Element-Recognition-solution,365,wangxupeng,2019Legal-AI-Challenge-Legal-Case-Element-Recognition-solution,unknown,Python,2024-11-06T06:13:22Z,False,success
formkit/auto-animate,364,formkit,auto-animate,unknown,TypeScript,2025-12-16T18:22:59Z,False,success
reflex-dev/reflex,364,reflex-dev,reflex,unknown,Python,2025-12-23T08:09:48Z,False,success
abiosoft/colima,364,abiosoft,colima,unknown,Go,2025-12-25T19:45:02Z,False,success
OI-wiki/OI-wiki,363,OI-wiki,OI-wiki,unknown,TypeScript,2025-12-25T16:04:48Z,False,success
lTbgykio/Books-Free-Books,363,lTbgykio,Books-Free-Books,unknown,,2024-11-11T15:31:51Z,False,success
alpinejs/alpine,363,alpinejs,alpine,unknown,HTML,2025-12-22T17:05:07Z,False,success
Binaryify/NeteaseCloudMusicApi,363,Binaryify,NeteaseCloudMusicApi,unknown,,2024-02-28T02:47:42Z,True,success
apache/airflow,362,apache,airflow,unknown,Python,2025-12-26T03:18:22Z,False,success
sun0225SUN/Awesome-Love-Code,361,sun0225SUN,Awesome-Love-Code,unknown,JavaScript,2025-02-26T12:04:27Z,True,success
tgbot-collection/YYeTsBot,361,tgbot-collection,YYeTsBot,unknown,Python,2025-12-11T08:04:35Z,False,success
abhisheknaiidu/awesome-github-profile-readme,361,abhisheknaiidu,awesome-github-profile-readme,unknown,,2024-08-19T14:44:45Z,False,success
IDEA-Research/Grounded-Segment-Anything,361,IDEA-Research,Grounded-Segment-Anything,unknown,Jupyter Notebook,2024-09-05T06:07:32Z,False,success
wgwang/awesome-LLMs-In-China,361,wgwang,awesome-LLMs-In-China,unknown,,2024-11-30T12:21:02Z,False,success
dangeng/visual_anagrams,360,dangeng,visual_anagrams,unknown,Jupyter Notebook,2024-06-22T06:51:24Z,False,success
Vision-CAIR/MiniGPT-4,360,Vision-CAIR,MiniGPT-4,unknown,Python,2024-09-02T09:07:21Z,False,success
ihmily/DouyinLiveRecorder,360,ihmily,DouyinLiveRecorder,unknown,Python,2025-11-03T11:55:52Z,False,success
catppuccin/catppuccin,360,catppuccin,catppuccin,unknown,TypeScript,2025-11-25T01:28:00Z,False,success
RikkaApps/Shizuku,359,RikkaApps,Shizuku,unknown,Kotlin,2025-06-18T04:21:02Z,False,success
nilaoda/N_m3u8DL-RE,358,nilaoda,N_m3u8DL-RE,unknown,C#,2025-12-22T10:44:16Z,False,success
agefanscom/website,358,agefanscom,website,unknown,,2025-09-12T12:52:00Z,False,success
mastodon/mastodon,358,mastodon,mastodon,unknown,Ruby,2025-12-26T04:29:51Z,False,success
metabase/metabase,358,metabase,metabase,unknown,Clojure,2025-12-26T04:18:57Z,False,success
Chuyu-Team/Dism-Multi-language,358,Chuyu-Team,Dism-Multi-language,unknown,HTML,2024-12-17T03:15:27Z,False,success
havenhq/mamba-chat,358,havenhq,mamba-chat,unknown,Python,2024-03-03T05:27:04Z,False,success
microsoft/ebpf-for-windows,357,microsoft,ebpf-for-windows,unknown,C,2025-12-24T16:57:53Z,False,success
aristocratos/btop,357,aristocratos,btop,unknown,C++,2025-12-23T12:54:23Z,False,success
laravel/laravel,356,laravel,laravel,unknown,Blade,2025-12-23T15:13:07Z,False,success
dbeaver/dbeaver,356,dbeaver,dbeaver,unknown,Java,2025-12-26T06:05:33Z,False,success
modelscope/modelscope-agent,356,modelscope,modelscope-agent,unknown,Python,2025-12-22T03:23:01Z,False,success
android/nowinandroid,355,android,nowinandroid,unknown,Kotlin,2025-12-26T05:16:54Z,False,success
yl4579/StyleTTS2,355,yl4579,StyleTTS2,unknown,Python,2024-08-10T00:48:18Z,False,success
awesomedata/awesome-public-datasets,354,awesomedata,awesome-public-datasets,unknown,,2025-12-16T15:39:47Z,False,success
Homebrew/brew,354,Homebrew,brew,unknown,Ruby,2025-12-26T02:48:00Z,False,success
leonardomso/33-js-concepts,354,leonardomso,33-js-concepts,unknown,JavaScript,2025-09-17T15:24:43Z,False,success
ConnectAI-E/Awesome-One-Click-Deployment,354,ConnectAI-E,Awesome-One-Click-Deployment,unknown,,2024-12-18T06:09:04Z,False,success
TideSec/TscanPlus,353,TideSec,TscanPlus,unknown,,2025-12-24T09:43:12Z,False,success
javahuang/SurveyKing,353,javahuang,SurveyKing,unknown,PLpgSQL,2025-11-13T16:16:49Z,False,success
chathub-dev/chathub,353,chathub-dev,chathub,unknown,TypeScript,2025-11-26T02:38:55Z,False,success
open-mmlab/mmdetection,352,open-mmlab,mmdetection,unknown,Python,2024-08-21T02:01:07Z,False,success
remix-run/remix,352,remix-run,remix,unknown,TypeScript,2025-12-20T15:50:46Z,False,success
alebcay/awesome-shell,352,alebcay,awesome-shell,unknown,,2025-08-28T14:40:51Z,False,success
akullpp/awesome-java,352,akullpp,awesome-java,unknown,,2025-10-25T17:14:32Z,False,success
rockerBOO/awesome-neovim,352,rockerBOO,awesome-neovim,unknown,Shell,2025-12-25T18:02:00Z,False,success
emilk/egui,352,emilk,egui,unknown,Rust,2025-12-22T21:32:18Z,False,success
input-leap/input-leap,352,input-leap,input-leap,unknown,C++,2025-12-01T09:05:47Z,False,success
1c7/chinese-independent-developer,352,1c7,chinese-independent-developer,unknown,,2025-12-24T01:50:43Z,False,success
Textualize/textual,351,Textualize,textual,unknown,Python,2025-12-20T16:42:13Z,False,success
awesome-foss/awesome-sysadmin,351,awesome-foss,awesome-sysadmin,unknown,,2025-10-26T20:11:47Z,False,success
protocolbuffers/protobuf,350,protocolbuffers,protobuf,unknown,C++,2025-12-25T12:52:21Z,False,success
BlueMatthew/WechatExporter,350,BlueMatthew,WechatExporter,unknown,C++,2025-02-26T15:51:50Z,False,success
AUK9527/Are-u-ok,350,AUK9527,Are-u-ok,unknown,,2025-11-20T12:13:07Z,False,success
K11MCH1/AdrenoToolsDrivers,349,K11MCH1,AdrenoToolsDrivers,unknown,,2025-12-26T03:01:17Z,False,success
nikitabobko/AeroSpace,349,nikitabobko,AeroSpace,unknown,Swift,2025-12-15T15:57:36Z,False,success
moddio/moddio2,349,moddio,moddio2,unknown,,,,not_found
FlagOpen/FlagEmbedding,349,FlagOpen,FlagEmbedding,unknown,Python,2025-12-15T08:54:38Z,False,success
tqdm/tqdm,349,tqdm,tqdm,unknown,Python,2025-05-22T12:10:29Z,False,success
AIoT-MLSys-Lab/Efficient-LLMs-Survey,349,AIoT-MLSys-Lab,Efficient-LLMs-Survey,unknown,,2025-06-23T01:57:02Z,False,success
skypilot-org/skypilot,349,skypilot-org,skypilot,unknown,Python,2025-12-26T06:20:09Z,False,success
Netflix/conductor,348,Netflix,conductor,unknown,Java,2023-12-22T23:40:04Z,True,success
TheAlgorithms/Java,348,TheAlgorithms,Java,unknown,Java,2025-12-22T20:16:01Z,False,success
htr-tech/zphisher,348,htr-tech,zphisher,unknown,HTML,2024-08-21T08:14:42Z,False,success
antfu/shikiji,347,antfu,shikiji,unknown,TypeScript,2024-01-27T14:07:25Z,True,success
conventional-changelog/commitlint,347,conventional-changelog,commitlint,unknown,TypeScript,2025-12-24T10:13:56Z,False,success
apple/swift,347,apple,swift,unknown,C++,2025-12-23T09:36:51Z,False,success
lcomplete/huntly,347,lcomplete,huntly,unknown,TypeScript,2025-12-10T15:10:18Z,False,success
keycloak/keycloak,347,keycloak,keycloak,unknown,Java,2025-12-26T00:16:52Z,False,success
xenova/transformers.js,346,xenova,transformers.js,unknown,JavaScript,2025-12-23T15:50:48Z,False,success
ManimCommunity/manim,346,ManimCommunity,manim,unknown,,,,not_found
iperov/DeepFaceLive,346,iperov,DeepFaceLive,unknown,Python,2024-11-08T03:07:42Z,True,success
mangerlahn/Latest,346,mangerlahn,Latest,unknown,Swift,2025-11-21T22:50:27Z,False,success
modelscope/facechain,346,modelscope,facechain,unknown,Jupyter Notebook,2025-06-06T09:32:00Z,False,success
projectdiscovery/nuclei,345,projectdiscovery,nuclei,unknown,Go,2025-12-25T23:33:38Z,False,success
date-fns/date-fns,345,date-fns,date-fns,unknown,TypeScript,2025-09-08T08:25:16Z,False,success
pmndrs/jotai,345,pmndrs,jotai,unknown,TypeScript,2025-12-26T03:20:27Z,False,success
vueuse/vueuse,345,vueuse,vueuse,unknown,TypeScript,2025-12-20T02:42:29Z,False,success
gabime/spdlog,345,gabime,spdlog,unknown,C++,2025-12-23T17:15:04Z,False,success
nvim-telescope/telescope.nvim,345,nvim-telescope,telescope.nvim,unknown,Lua,2025-12-23T15:37:54Z,False,success
joonspk-research/generative_agents,345,joonspk-research,generative_agents,unknown,,2024-08-05T21:38:56Z,False,success
labring/sealos,345,labring,sealos,unknown,TypeScript,2025-12-26T03:02:25Z,False,success
OpenBB-finance/OpenBBTerminal,344,OpenBB-finance,OpenBBTerminal,unknown,Python,2025-12-23T05:01:04Z,False,success
s-casci/tinyzero,344,s-casci,tinyzero,unknown,Python,2024-01-11T18:22:23Z,False,success
MonitorControl/MonitorControl,344,MonitorControl,MonitorControl,unknown,Swift,2025-11-16T09:59:58Z,False,success
derailed/k9s,344,derailed,k9s,unknown,Go,2025-12-22T23:02:42Z,False,success
WordPress/gutenberg,344,WordPress,gutenberg,unknown,JavaScript,2025-12-26T06:30:04Z,False,success
adrianhajdin/ecommerce,344,adrianhajdin,ecommerce,unknown,TypeScript,2024-10-29T08:39:43Z,False,success
qarmin/czkawka,344,qarmin,czkawka,unknown,Rust,2025-12-25T15:04:36Z,False,success
krishnaik06/Perfect-Roadmap-To-Learn-Data-Science-In-2024,343,krishnaik06,Perfect-Roadmap-To-Learn-Data-Science-In-2024,unknown,,2025-08-19T06:23:43Z,False,success
vectorisvector/Polaris,343,vectorisvector,Polaris,unknown,TypeScript,2024-02-24T09:42:34Z,False,success
ageitgey/face_recognition,343,ageitgey,face_recognition,unknown,Python,2024-08-21T06:22:36Z,False,success
emilkowalski/vaul,343,emilkowalski,vaul,unknown,TypeScript,2025-10-03T19:25:32Z,False,success
ImranR98/Obtainium,343,ImranR98,Obtainium,unknown,Dart,2025-12-15T09:00:22Z,False,success
rahulnyk/knowledge_graph,343,rahulnyk,knowledge_graph,unknown,Jupyter Notebook,2025-05-15T13:31:41Z,False,success
yoeven/ai-video-search-engine,343,yoeven,ai-video-search-engine,unknown,TypeScript,2025-03-03T05:28:04Z,False,success
wg-easy/wg-easy,342,wg-easy,wg-easy,unknown,TypeScript,2025-12-22T04:15:13Z,False,success
hpcaitech/ColossalAI,342,hpcaitech,ColossalAI,unknown,Python,2025-12-22T17:29:50Z,False,success
Ray512512/JavaProject.Base,342,Ray512512,JavaProject.Base,unknown,Java,2018-05-15T07:14:55Z,False,success
remotion-dev/remotion,342,remotion-dev,remotion,unknown,TypeScript,2025-12-25T19:04:41Z,False,success
barry-ran/QtScrcpy,341,barry-ran,QtScrcpy,unknown,C++,2025-11-26T02:54:14Z,False,success
python-poetry/poetry,341,python-poetry,poetry,unknown,Python,2025-12-22T20:54:54Z,False,success
aria2/aria2,341,aria2,aria2,unknown,C++,2025-11-24T07:07:56Z,False,success
tursodatabase/libsql,341,tursodatabase,libsql,unknown,C,2025-12-19T13:46:26Z,False,success
seerge/g-helper,341,seerge,g-helper,unknown,C#,2025-12-23T21:16:36Z,False,success
VSCodium/vscodium,341,VSCodium,vscodium,unknown,Shell,2025-12-25T11:55:59Z,False,success
Mint-Blockchain/mint-brandkit,341,Mint-Blockchain,mint-brandkit,unknown,,2023-12-14T16:05:15Z,False,success
521xueweihan/GitHub520,340,521xueweihan,GitHub520,unknown,Python,2025-12-26T06:10:46Z,False,success
zitadel/zitadel,340,zitadel,zitadel,unknown,Go,2025-12-26T04:12:56Z,False,success
Ink-Osier/PandoraToV1Api,340,Ink-Osier,PandoraToV1Api,unknown,Python,2024-02-16T18:12:20Z,False,success
LSPosed/LSPatch,340,LSPosed,LSPatch,unknown,Java,2023-12-13T04:54:49Z,True,success
git/git,340,git,git,unknown,C,2025-12-23T15:03:38Z,False,success
tailscale/tailscale,340,tailscale,tailscale,unknown,Go,2025-12-25T06:57:11Z,False,success
ddgksf2013/ddgksf2013,339,ddgksf2013,ddgksf2013,unknown,,2025-12-14T12:32:00Z,False,success
jzhang38/TinyLlama,339,jzhang38,TinyLlama,unknown,Python,2024-05-03T20:21:20Z,True,success
TheAlgorithms/C-Plus-Plus,339,TheAlgorithms,C-Plus-Plus,unknown,C++,2025-10-11T14:51:22Z,False,success
lich0821/WeChatFerry,339,lich0821,WeChatFerry,unknown,,2025-05-25T01:43:57Z,False,success
huggingface/text-generation-inference,339,huggingface,text-generation-inference,unknown,Python,2025-12-19T14:28:02Z,False,success
sundowndev/phoneinfoga,339,sundowndev,phoneinfoga,unknown,Go,2025-10-20T04:01:45Z,False,success
tatsu-lab/stanford_alpaca,339,tatsu-lab,stanford_alpaca,unknown,Python,2024-07-17T09:43:05Z,False,success
facebookresearch/PurpleLlama,338,facebookresearch,PurpleLlama,unknown,Python,2025-12-23T19:16:01Z,False,success
chdb-io/chdb,338,chdb-io,chdb,unknown,C++,2025-12-26T03:33:21Z,False,success
directus/directus,338,directus,directus,unknown,TypeScript,2025-12-24T17:42:40Z,False,success
dailenson/SDT,338,dailenson,SDT,unknown,Python,2025-06-26T09:16:45Z,False,success
keshavgbpecdelhi/Web-Development,338,keshavgbpecdelhi,Web-Development,unknown,JavaScript,2024-08-11T09:52:01Z,False,success
codefuse-ai/codefuse-chatbot,338,codefuse-ai,codefuse-chatbot,unknown,Python,2024-07-01T09:16:47Z,False,success
typesense/typesense,338,typesense,typesense,unknown,C++,2025-12-24T15:23:38Z,False,success
dzhulgakov/llama-mistral,337,dzhulgakov,llama-mistral,unknown,Python,2023-12-09T15:54:30Z,False,success
isocpp/CppCoreGuidelines,337,isocpp,CppCoreGuidelines,unknown,CSS,2025-12-03T20:11:51Z,False,success
deepseek-ai/DeepSeek-LLM,337,deepseek-ai,DeepSeek-LLM,unknown,Makefile,2024-02-04T12:22:16Z,False,success
rage-rb/rage,337,rage-rb,rage,unknown,Ruby,2025-12-24T10:58:02Z,False,success
microsoft/unilm,336,microsoft,unilm,unknown,Python,2025-12-15T04:49:14Z,False,success
wasm3/wasm3,336,wasm3,wasm3,unknown,C,2024-09-10T16:17:06Z,False,success
rxhanson/Rectangle,336,rxhanson,Rectangle,unknown,Swift,2025-12-21T16:17:56Z,False,success
tlack/atree,336,tlack,atree,unknown,C++,2023-12-17T11:12:31Z,False,success
SocialSisterYi/bilibili-API-collect,336,SocialSisterYi,bilibili-API-collect,unknown,JavaScript,2025-11-16T16:06:42Z,False,success
microsoft/LoRA,336,microsoft,LoRA,unknown,Python,2024-12-17T03:55:52Z,False,success
tomnomnom/gron,335,tomnomnom,gron,unknown,Go,2025-05-31T15:00:47Z,False,success
backstage/backstage,335,backstage,backstage,unknown,TypeScript,2025-12-25T20:34:30Z,False,success
spf13/cobra,335,spf13,cobra,unknown,Go,2025-12-10T02:18:50Z,False,success
aigc-apps/sd-webui-EasyPhoto,335,aigc-apps,sd-webui-EasyPhoto,unknown,Python,2024-07-10T08:40:20Z,False,success
casibase/casibase,335,casibase,casibase,unknown,Go,2025-12-25T05:03:11Z,False,success
yihong0618/tg_bot_collections,334,yihong0618,tg_bot_collections,unknown,Python,2025-11-24T12:48:17Z,False,success
whyour/qinglong,334,whyour,qinglong,unknown,TypeScript,2025-12-25T17:07:18Z,False,success
RocketChat/Rocket.Chat,334,RocketChat,Rocket.Chat,unknown,TypeScript,2025-12-25T17:52:07Z,False,success
intel/intel-extension-for-transformers,334,intel,intel-extension-for-transformers,unknown,Python,2024-10-08T21:09:46Z,True,success
dastergon/awesome-sre,334,dastergon,awesome-sre,unknown,,2025-08-28T14:43:14Z,False,success
evanhu1/talk2arxiv,334,evanhu1,talk2arxiv,unknown,TypeScript,2024-01-16T02:42:59Z,False,success
szymanowiczs/splatter-image,333,szymanowiczs,splatter-image,unknown,Python,2024-08-17T19:39:33Z,False,success
serverless/serverless,333,serverless,serverless,unknown,JavaScript,2025-12-24T14:28:56Z,False,success
gaozhangmin/aliyunpan,333,gaozhangmin,aliyunpan,unknown,TypeScript,2025-09-22T13:15:31Z,False,success
TencentARC/GFPGAN,332,TencentARC,GFPGAN,unknown,Python,2024-07-26T18:44:02Z,False,success
pandas-dev/pandas,332,pandas-dev,pandas,unknown,Python,2025-12-23T18:12:04Z,False,success
WooooDyy/LLM-Agent-Paper-List,332,WooooDyy,LLM-Agent-Paper-List,unknown,,2025-09-12T03:08:58Z,False,success
asset-group/5ghoul-5g-nr-attacks,332,asset-group,5ghoul-5g-nr-attacks,unknown,C++,2025-11-21T07:24:12Z,False,success
matheusfelipeog/beautiful-docs,332,matheusfelipeog,beautiful-docs,unknown,,2025-10-23T05:25:20Z,False,success
cboxdoerfer/fsearch,332,cboxdoerfer,fsearch,unknown,C,2025-12-12T09:00:25Z,False,success
Skythinker616/gpt-assistant-android,332,Skythinker616,gpt-assistant-android,unknown,Java,2025-05-06T06:20:25Z,False,success
serengil/deepface,332,serengil,deepface,unknown,Python,2025-12-20T16:25:03Z,False,success
mozilla/pdf.js,332,mozilla,pdf.js,unknown,JavaScript,2025-12-23T21:13:13Z,False,success
fmtlib/fmt,331,fmtlib,fmt,unknown,C++,2025-12-25T16:21:20Z,False,success
Teamlinker/Teamlinker,331,Teamlinker,Teamlinker,unknown,TypeScript,2024-07-08T06:20:50Z,False,success
daboynb/PlayIntegrityNEXT,331,daboynb,PlayIntegrityNEXT,unknown,C++,2024-10-09T22:17:42Z,True,success
tremorlabs/tremor,330,tremorlabs,tremor,unknown,TypeScript,2025-10-10T13:08:24Z,False,success
labstack/echo,330,labstack,echo,unknown,Go,2025-12-12T11:10:53Z,False,success
pnpm/pnpm,330,pnpm,pnpm,unknown,TypeScript,2025-12-26T02:42:18Z,False,success
slidevjs/slidev,330,slidevjs,slidev,unknown,TypeScript,2025-12-20T00:01:39Z,False,success
pallets/flask,330,pallets,flask,unknown,Python,2025-11-28T19:06:04Z,False,success
Bistutu/GoMusic,330,Bistutu,GoMusic,unknown,Go,2025-11-27T06:00:55Z,False,success
Lissy93/dashy,329,Lissy93,dashy,unknown,Vue,2025-11-17T18:56:02Z,False,success
YanG-1989/m3u,329,YanG-1989,m3u,unknown,Shell,2025-10-12T15:29:13Z,False,success
Kareadita/Kavita,329,Kareadita,Kavita,unknown,C#,2025-12-24T17:56:37Z,False,success
jeessy2/ddns-go,329,jeessy2,ddns-go,unknown,Go,2025-12-20T10:05:15Z,False,success
fastify/fastify,329,fastify,fastify,unknown,JavaScript,2025-12-24T13:11:15Z,False,success
NVIDIA/Megatron-LM,329,NVIDIA,Megatron-LM,unknown,Python,2025-12-25T08:28:41Z,False,success
gchq/CyberChef,329,gchq,CyberChef,unknown,JavaScript,2025-08-06T08:54:32Z,False,success
oramasearch/orama,328,oramasearch,orama,unknown,TypeScript,2025-12-19T22:14:18Z,False,success
tyxsspa/AnyText,328,tyxsspa,AnyText,unknown,Python,2025-03-07T11:06:07Z,False,success
xiaoyaocz/dart_simple_live,328,xiaoyaocz,dart_simple_live,unknown,Dart,2025-12-22T00:42:36Z,False,success
denysdovhan/wtfjs,328,denysdovhan,wtfjs,unknown,JavaScript,2025-03-18T13:55:28Z,False,success
snapshot-labs/snapshot,328,snapshot-labs,snapshot,unknown,Vue,2025-12-08T11:08:41Z,False,success
xiaolincoder/CS-Base,327,xiaolincoder,CS-Base,unknown,,2024-11-27T06:32:13Z,False,success
portainer/portainer,327,portainer,portainer,unknown,TypeScript,2025-12-25T13:11:21Z,False,success
JaidedAI/EasyOCR,327,JaidedAI,EasyOCR,unknown,Python,2025-12-05T12:23:12Z,False,success
spdustin/ChatGPT-AutoExpert,327,spdustin,ChatGPT-AutoExpert,unknown,JavaScript,2024-01-17T06:03:40Z,False,success
neutraltone/awesome-stock-resources,326,neutraltone,awesome-stock-resources,unknown,Ruby,2025-12-04T17:49:06Z,False,success
neonbjb/tortoise-tts,326,neonbjb,tortoise-tts,unknown,Jupyter Notebook,2024-11-19T18:59:13Z,False,success
