repo_name,stars,owner,repo,sustainability_status,language,pushed_at,archived,api_status
aquasecurity/trivy,326,aquasecurity,trivy,unknown,Go,2025-12-25T06:14:20Z,False,success
pbatard/rufus,326,pbatard,rufus,unknown,C,2025-12-22T14:03:13Z,False,success
mouredev/roadmap-retos-programacion,326,mouredev,roadmap-retos-programacion,unknown,Python,2025-12-24T00:19:54Z,False,success
3DTopia/OpenLRM,325,3DTopia,OpenLRM,unknown,Python,2024-05-06T09:51:00Z,False,success
jumpserver/jumpserver,325,jumpserver,jumpserver,unknown,Python,2025-12-26T06:20:49Z,False,success
eugeneyan/open-llms,325,eugeneyan,open-llms,unknown,,2025-02-13T06:37:12Z,False,success
t3-oss/create-t3-app,325,t3-oss,create-t3-app,unknown,TypeScript,2025-12-13T10:39:23Z,False,success
InstantID/InstantID,325,InstantID,InstantID,unknown,Python,2024-07-18T04:12:48Z,False,success
K3YOMI/Wall-of-Flippers,325,K3YOMI,Wall-of-Flippers,unknown,Python,2025-10-27T18:24:44Z,False,success
mindsdb/mindsdb,325,mindsdb,mindsdb,unknown,Python,2025-12-25T16:21:40Z,False,success
xcanwin/KeepChatGPT,324,xcanwin,KeepChatGPT,unknown,JavaScript,2025-12-17T20:12:25Z,False,success
umami-software/umami,324,umami-software,umami,unknown,TypeScript,2025-12-22T19:00:08Z,False,success
solidjs/solid,324,solidjs,solid,unknown,TypeScript,2025-12-17T23:30:34Z,False,success
xyflow/xyflow,324,xyflow,xyflow,unknown,TypeScript,2025-12-04T13:37:52Z,False,success
JanDeDobbeleer/oh-my-posh,324,JanDeDobbeleer,oh-my-posh,unknown,Go,2025-12-25T00:10:41Z,False,success
getsurfboard/surfboard,324,getsurfboard,surfboard,unknown,,2025-08-10T14:37:10Z,False,success
liyupi/codefather,324,liyupi,codefather,unknown,TypeScript,2025-12-24T09:26:39Z,False,success
deepfakes/faceswap,324,deepfakes,faceswap,unknown,Python,2025-12-23T17:46:00Z,False,success
chakra-ui/chakra-ui,323,chakra-ui,chakra-ui,unknown,TypeScript,2025-12-26T01:33:43Z,False,success
qishibo/AnotherRedisDesktopManager,323,qishibo,AnotherRedisDesktopManager,unknown,JavaScript,2025-10-16T02:30:58Z,False,success
sontek/snowmachine,323,sontek,snowmachine,unknown,Python,2025-10-13T23:26:38Z,False,success
nilaoda/BBDown,323,nilaoda,BBDown,unknown,C#,2025-10-23T14:09:24Z,False,success
babalae/better-genshin-impact,323,babalae,better-genshin-impact,unknown,C#,2025-12-25T17:28:46Z,False,success
Textualize/rich,322,Textualize,rich,unknown,Python,2025-12-22T15:26:57Z,False,success
webpro/knip,322,webpro,knip,unknown,TypeScript,2025-12-24T07:36:23Z,False,success
updateu3/Stealerium_Stealer_Moded,322,updateu3,Stealerium_Stealer_Moded,unknown,C#,2025-11-04T14:41:00Z,False,success
ethereum/go-ethereum,322,ethereum,go-ethereum,unknown,Go,2025-12-24T01:44:18Z,False,success
monkeytypegame/monkeytype,322,monkeytypegame,monkeytype,unknown,TypeScript,2025-12-24T13:34:04Z,False,success
tailwindlabs/headlessui,321,tailwindlabs,headlessui,unknown,TypeScript,2025-12-19T16:46:31Z,False,success
jackyzha0/quartz,321,jackyzha0,quartz,unknown,TypeScript,2025-12-25T08:09:56Z,False,success
wy876/POC,321,wy876,POC,unknown,,,,not_found
minimaxir/hacker-news-undocumented,321,minimaxir,hacker-news-undocumented,unknown,,2025-01-18T21:42:23Z,False,success
radix-ui/primitives,320,radix-ui,primitives,unknown,TypeScript,2025-12-17T20:45:51Z,False,success
facebookresearch/xformers,320,facebookresearch,xformers,unknown,Python,2025-12-25T10:18:04Z,False,success
rahuldkjain/github-profile-readme-generator,319,rahuldkjain,github-profile-readme-generator,unknown,TypeScript,2025-10-28T10:27:15Z,False,success
lxgw/LxgwWenKai,319,lxgw,LxgwWenKai,unknown,Shell,2025-12-25T16:46:25Z,False,success
yonggekkk/Cloudflare-workers-pages-vless,319,yonggekkk,Cloudflare-workers-pages-vless,unknown,JavaScript,2025-12-22T12:47:52Z,False,success
dvmazur/mixtral-offloading,319,dvmazur,mixtral-offloading,unknown,Python,2024-04-08T08:40:22Z,False,success
kovidgoyal/kitty,319,kovidgoyal,kitty,unknown,Python,2025-12-25T21:19:42Z,False,success
tldr-pages/tldr,318,tldr-pages,tldr,unknown,Markdown,2025-12-26T06:21:35Z,False,success
nextcloud/server,318,nextcloud,server,unknown,PHP,2025-12-26T00:13:41Z,False,success
everywall/ladder,318,everywall,ladder,unknown,Go,2024-10-02T07:19:49Z,False,success
ajeetdsouza/zoxide,317,ajeetdsouza,zoxide,unknown,Rust,2025-12-15T18:49:33Z,False,success
chidiwilliams/buzz,317,chidiwilliams,buzz,unknown,Python,2025-12-24T11:11:19Z,False,success
AnsonZnl/RehabilitationGuide,317,AnsonZnl,RehabilitationGuide,unknown,Python,2023-12-25T02:18:56Z,False,success
Infisical/infisical,317,Infisical,infisical,unknown,TypeScript,2025-12-25T20:53:25Z,False,success
jgm/pandoc,317,jgm,pandoc,unknown,Haskell,2025-12-25T23:07:32Z,False,success
cypress-io/cypress,317,cypress-io,cypress,unknown,TypeScript,2025-12-24T01:17:47Z,False,success
PHPCSStandards/PHP_CodeSniffer,317,PHPCSStandards,PHP_CodeSniffer,unknown,PHP,2025-12-24T21:54:54Z,False,success
mouredev/hello-git,316,mouredev,hello-git,unknown,,2025-12-25T09:24:27Z,False,success
mikeroyal/Self-Hosting-Guide,316,mikeroyal,Self-Hosting-Guide,unknown,Dockerfile,2025-06-27T01:51:16Z,False,success
jivoi/awesome-osint,316,jivoi,awesome-osint,unknown,,2025-12-13T19:41:57Z,False,success
TheRealJoelmatic/RemoveAdblockThing,316,TheRealJoelmatic,RemoveAdblockThing,unknown,JavaScript,2024-12-24T20:21:57Z,True,success
lucidrains/vit-pytorch,316,lucidrains,vit-pytorch,unknown,Python,2025-12-25T17:11:17Z,False,success
amantinband/clean-architecture,316,amantinband,clean-architecture,unknown,C#,2024-07-14T06:24:24Z,False,success
vim/vim,315,vim,vim,unknown,Vim Script,2025-12-23T22:23:02Z,False,success
hankcs/HanLP,315,hankcs,HanLP,unknown,Python,2025-11-15T23:08:17Z,False,success
walter201230/Python,315,walter201230,Python,unknown,,2023-10-23T18:07:40Z,False,success
langchain-ai/langchainjs,315,langchain-ai,langchainjs,unknown,TypeScript,2025-12-25T17:18:38Z,False,success
pinokiocomputer/pinokio,315,pinokiocomputer,pinokio,unknown,JavaScript,2025-12-25T17:40:59Z,False,success
LiJunYi2/navicat-keygen-16V,315,LiJunYi2,navicat-keygen-16V,unknown,,2024-06-06T09:16:54Z,False,success
spring-projects/spring-framework,315,spring-projects,spring-framework,unknown,Java,2025-12-25T10:26:32Z,False,success
zsh-users/zsh-autosuggestions,315,zsh-users,zsh-autosuggestions,unknown,Shell,2025-06-24T16:15:03Z,False,success
jasontaylordev/CleanArchitecture,314,jasontaylordev,CleanArchitecture,unknown,Bicep,2025-11-27T20:08:07Z,False,success
ocrmypdf/OCRmyPDF,313,ocrmypdf,OCRmyPDF,unknown,Python,2025-12-24T07:05:19Z,False,success
Ryujinx/Ryujinx,313,Ryujinx,Ryujinx,unknown,,,,not_found
rubickCenter/rubick,313,rubickCenter,rubick,unknown,TypeScript,2025-12-03T05:54:08Z,False,success
kunal-kushwaha/DSA-Bootcamp-Java,313,kunal-kushwaha,DSA-Bootcamp-Java,unknown,Java,2024-08-18T08:21:57Z,False,success
tiann/KernelSU,313,tiann,KernelSU,unknown,Kotlin,2025-12-26T05:20:20Z,False,success
Loyalsoldier/v2ray-rules-dat,313,Loyalsoldier,v2ray-rules-dat,unknown,,2025-12-25T22:15:22Z,False,success
bluenviron/mediamtx,312,bluenviron,mediamtx,unknown,Go,2025-12-25T17:05:25Z,False,success
lucia-auth/lucia,312,lucia-auth,lucia,unknown,,2025-07-13T23:55:43Z,False,success
MlgmXyysd/Xiaomi-HyperOS-BootLoader-Bypass,311,MlgmXyysd,Xiaomi-HyperOS-BootLoader-Bypass,unknown,PHP,2025-11-11T09:59:26Z,False,success
swoole/phpy,311,swoole,phpy,unknown,PHP,2025-10-22T07:08:40Z,False,success
codaworks/react-glow,311,codaworks,react-glow,unknown,TypeScript,2024-05-21T22:20:56Z,False,success
JetBrains/kotlin,311,JetBrains,kotlin,unknown,Kotlin,2025-12-25T21:03:44Z,False,success
lutzroeder/netron,311,lutzroeder,netron,unknown,JavaScript,2025-12-26T05:46:22Z,False,success
scrapy/scrapy,311,scrapy,scrapy,unknown,Python,2025-12-22T09:00:39Z,False,success
facebook/create-react-app,311,facebook,create-react-app,unknown,JavaScript,2025-02-15T01:32:11Z,False,success
PowerShell/PowerShell,311,PowerShell,PowerShell,unknown,C#,2025-12-18T00:22:10Z,False,success
google-research/tuning_playbook,311,google-research,tuning_playbook,unknown,,2024-06-18T00:25:53Z,False,success
EleutherAI/lm-evaluation-harness,310,EleutherAI,lm-evaluation-harness,unknown,Python,2025-12-23T15:44:35Z,False,success
lepoco/wpfui,310,lepoco,wpfui,unknown,C#,2025-12-16T11:37:25Z,False,success
moesnow/March7thAssistant,310,moesnow,March7thAssistant,unknown,Python,2025-12-26T03:25:44Z,False,success
subbarayudu-j/TheAlgorithms-Python,310,subbarayudu-j,TheAlgorithms-Python,unknown,Python,2024-06-18T14:25:52Z,False,success
paulmillr/encrypted-dns,309,paulmillr,encrypted-dns,unknown,JavaScript,2025-12-02T01:44:53Z,False,success
horseee/DeepCache,309,horseee,DeepCache,unknown,Python,2024-06-27T05:47:35Z,False,success
baaivision/GeoDream,309,baaivision,GeoDream,unknown,Python,2024-01-22T02:11:45Z,False,success
facebookresearch/nougat,308,facebookresearch,nougat,unknown,Python,2025-02-21T16:38:00Z,False,success
rwf2/Rocket,308,rwf2,Rocket,unknown,Rust,2025-10-01T04:53:46Z,False,success
k3s-io/k3s,308,k3s-io,k3s,unknown,Go,2025-12-23T16:10:01Z,False,success
zyronon/typing-word,308,zyronon,typing-word,unknown,Vue,2025-12-25T11:54:36Z,False,success
Rem0o/FanControl.Releases,308,Rem0o,FanControl.Releases,unknown,,2025-12-21T18:25:20Z,False,success
LykosAI/StabilityMatrix,308,LykosAI,StabilityMatrix,unknown,C#,2025-12-25T04:34:58Z,False,success
doocs/advanced-java,308,doocs,advanced-java,unknown,Java,2025-11-08T00:30:06Z,False,success
OpenEthan/SMSBoom,307,OpenEthan,SMSBoom,unknown,Python,2024-03-20T03:30:32Z,True,success
containers/podman,307,containers,podman,unknown,Go,2025-12-22T19:43:56Z,False,success
vitimlena/tor2web,307,vitimlena,tor2web,unknown,,,,not_found
XueFuzhao/OpenMoE,307,XueFuzhao,OpenMoE,unknown,Python,2024-03-08T15:08:26Z,False,success
ehang-io/nps,307,ehang-io,nps,unknown,Go,2024-05-30T03:51:08Z,False,success
Kanaries/pygwalker,306,Kanaries,pygwalker,unknown,Python,2025-12-19T07:15:12Z,False,success
Card-Forge/forge,306,Card-Forge,forge,unknown,Java,2025-12-24T10:10:00Z,False,success
mack-a/v2ray-agent,306,mack-a,v2ray-agent,unknown,Shell,2025-12-24T13:33:33Z,False,success
Vendicated/Vencord,306,Vendicated,Vencord,unknown,TypeScript,2025-12-20T19:49:36Z,False,success
actualbudget/actual,306,actualbudget,actual,unknown,TypeScript,2025-12-23T23:20:50Z,False,success
coolsnowwolf/lede,306,coolsnowwolf,lede,unknown,C,2025-12-25T13:30:14Z,False,success
Cyril0563/lanjing_live,306,Cyril0563,lanjing_live,unknown,,,,error_451
Mooler0410/LLMsPracticalGuide,306,Mooler0410,LLMsPracticalGuide,unknown,,2024-05-31T06:39:37Z,False,success
sst/sst,306,sst,sst,unknown,TypeScript,2025-12-09T16:39:43Z,False,success
Platane/snk,306,Platane,snk,unknown,TypeScript,2025-12-21T09:31:40Z,False,success
dailydotdev/daily,305,dailydotdev,daily,unknown,,2025-11-24T19:14:09Z,False,success
google/generative-ai-android,305,google,generative-ai-android,unknown,Kotlin,2025-06-11T17:37:30Z,True,success
Rudrabha/Wav2Lip,305,Rudrabha,Wav2Lip,unknown,Python,2025-06-22T02:41:21Z,False,success
ShareX/ShareX,305,ShareX,ShareX,unknown,C#,2025-12-20T15:37:28Z,False,success
OlivierKuhn/PancakeSwapBot,304,OlivierKuhn,PancakeSwapBot,unknown,,,,not_found
davidjerleke/embla-carousel,304,davidjerleke,embla-carousel,unknown,TypeScript,2025-12-12T11:43:32Z,False,success
ArchGPT/insomnium,304,ArchGPT,insomnium,unknown,JavaScript,2024-04-20T12:20:55Z,True,success
the1812/Bilibili-Evolved,304,the1812,Bilibili-Evolved,unknown,TypeScript,2025-12-16T01:08:10Z,False,success
pypa/pipx,304,pypa,pipx,unknown,Python,2025-12-22T18:30:08Z,False,success
alibaba/easyexcel,304,alibaba,easyexcel,unknown,Java,2024-10-29T06:07:07Z,True,success
eip-work/kuboard-press,304,eip-work,kuboard-press,unknown,JavaScript,2025-11-30T08:50:46Z,False,success
Greedysky/TTKMusicPlayer,303,Greedysky,TTKMusicPlayer,unknown,C++,2025-12-24T01:05:43Z,False,success
mrpond/BlockTheSpot,303,mrpond,BlockTheSpot,unknown,C++,2025-12-07T08:00:32Z,False,success
TomSchimansky/CustomTkinter,303,TomSchimansky,CustomTkinter,unknown,Python,2025-10-11T22:15:41Z,False,success
Team-xManager/xManager,303,Team-xManager,xManager,unknown,Java,2025-08-15T13:13:07Z,False,success
spotDL/spotify-downloader,303,spotDL,spotify-downloader,unknown,Python,2025-11-15T03:49:30Z,False,success
edarchimbaud/awesome-systematic-trading,303,edarchimbaud,awesome-systematic-trading,unknown,Python,2025-01-22T07:49:32Z,False,success
amitsangani/Llama-2,302,amitsangani,Llama-2,unknown,Jupyter Notebook,2025-04-07T06:01:55Z,False,success
GyulyVGC/sniffnet,302,GyulyVGC,sniffnet,unknown,Rust,2025-12-25T16:14:07Z,False,success
iam-veeramalla/Jenkins-Zero-To-Hero,302,iam-veeramalla,Jenkins-Zero-To-Hero,unknown,Python,2025-03-12T09:03:13Z,False,success
996icu/996.ICU,302,996icu,996.ICU,unknown,,2025-08-22T06:01:29Z,False,success
expressjs/express,302,expressjs,express,unknown,JavaScript,2025-12-19T09:44:50Z,False,success
openwrt/openwrt,302,openwrt,openwrt,unknown,C,2025-12-25T21:40:51Z,False,success
kelseyhightower/kubernetes-the-hard-way,302,kelseyhightower,kubernetes-the-hard-way,unknown,,2025-04-10T06:11:47Z,False,success
navidrome/navidrome,302,navidrome,navidrome,unknown,Go,2025-12-26T03:01:59Z,False,success
streamich/react-use,301,streamich,react-use,unknown,TypeScript,2025-09-16T05:56:41Z,False,success
privatenumber/tsx,301,privatenumber,tsx,unknown,TypeScript,2025-11-30T15:56:02Z,False,success
huntabyte/shadcn-svelte,301,huntabyte,shadcn-svelte,unknown,TypeScript,2025-12-23T11:49:28Z,False,success
authelia/authelia,300,authelia,authelia,unknown,Go,2025-12-25T17:57:21Z,False,success
kimlimjustin/xplorer,300,kimlimjustin,xplorer,unknown,TypeScript,2025-06-16T14:46:45Z,False,success
tiny-craft/tiny-rdm,300,tiny-craft,tiny-rdm,unknown,Vue,2025-12-18T03:34:47Z,False,success
TheAlgorithms/Rust,300,TheAlgorithms,Rust,unknown,Rust,2025-12-25T10:54:22Z,False,success
prabhupant/python-ds,300,prabhupant,python-ds,unknown,Python,2024-04-06T07:43:21Z,False,success
TransformerOptimus/SuperAGI,300,TransformerOptimus,SuperAGI,unknown,Python,2025-01-22T22:14:07Z,False,success
Jazee6/cloudflare-ai-web,300,Jazee6,cloudflare-ai-web,unknown,TypeScript,2025-12-17T13:40:49Z,False,success
vanila-io/wireflow,300,vanila-io,wireflow,unknown,JavaScript,2024-09-28T19:22:24Z,False,success
fastlane/fastlane,300,fastlane,fastlane,unknown,Ruby,2025-12-25T12:39:13Z,False,success
ToolJet/ToolJet,299,ToolJet,ToolJet,unknown,JavaScript,2025-12-26T04:54:10Z,False,success
mist-project/mist-v2,299,mist-project,mist-v2,unknown,Jupyter Notebook,2025-05-30T10:43:28Z,False,success
v2ray/v2ray-core,298,v2ray,v2ray-core,unknown,Go,2025-10-06T03:01:00Z,False,success
antirez/smallchat,298,antirez,smallchat,unknown,C,2024-01-27T07:04:44Z,False,success
openai/evals,298,openai,evals,unknown,Python,2025-11-03T21:36:50Z,False,success
InterviewReady/system-design-resources,298,InterviewReady,system-design-resources,unknown,,2025-07-16T22:41:39Z,False,success
dibingfa/flash-linux0.11-talk,298,dibingfa,flash-linux0.11-talk,unknown,HTML,2025-03-22T09:32:45Z,False,success
plausible/analytics,298,plausible,analytics,unknown,Elixir,2025-12-24T11:30:09Z,False,success
frappe/erpnext,298,frappe,erpnext,unknown,Python,2025-12-26T06:25:05Z,False,success
duma-repo/ai_code_reader,297,duma-repo,ai_code_reader,unknown,Python,2025-03-11T01:06:41Z,False,success
chenxwh/insanely-fast-whisper,297,chenxwh,insanely-fast-whisper,unknown,Jupyter Notebook,2024-02-16T01:38:09Z,False,success
apify/crawlee,297,apify,crawlee,unknown,TypeScript,2025-12-23T18:59:12Z,False,success
devictoribero/clean-code-javascript,297,devictoribero,clean-code-javascript,unknown,JavaScript,2024-03-02T17:25:06Z,False,success
AILab-CVC/UniRepLKNet,297,AILab-CVC,UniRepLKNet,unknown,Python,2025-08-10T05:11:26Z,False,success
daeuniverse/dae,297,daeuniverse,dae,unknown,Go,2025-11-03T20:52:39Z,False,success
tree-sitter/tree-sitter,297,tree-sitter,tree-sitter,unknown,Rust,2025-12-25T12:16:59Z,False,success
Asabeneh/30-Days-Of-React,296,Asabeneh,30-Days-Of-React,unknown,JavaScript,2025-12-06T14:41:42Z,False,success
roboflow/multimodal-maestro,296,roboflow,multimodal-maestro,unknown,Python,2025-12-22T17:34:50Z,False,success
ueberdosis/tiptap,296,ueberdosis,tiptap,unknown,TypeScript,2025-12-22T12:00:55Z,False,success
maboloshi/github-chinese,296,maboloshi,github-chinese,unknown,JavaScript,2025-12-25T16:00:42Z,False,success
datawhalechina/prompt-engineering-for-developers,296,datawhalechina,prompt-engineering-for-developers,unknown,Jupyter Notebook,2025-06-12T14:48:07Z,False,success
keras-team/keras,295,keras-team,keras,unknown,Python,2025-12-25T17:37:44Z,False,success
statelyai/xstate,295,statelyai,xstate,unknown,TypeScript,2025-12-24T18:19:18Z,False,success
lmammino/awesome-learn-by-playing,295,lmammino,awesome-learn-by-playing,unknown,,2025-08-11T10:07:04Z,False,success
erebe/wstunnel,294,erebe,wstunnel,unknown,Rust,2025-11-26T08:24:34Z,False,success
Niek/chatgpt-web,294,Niek,chatgpt-web,unknown,Svelte,2025-11-24T08:05:44Z,False,success
SocialComplexityLab/life2vec,294,SocialComplexityLab,life2vec,unknown,Jupyter Notebook,2024-02-28T14:38:37Z,False,success
OpenTexture/Paint3D,294,OpenTexture,Paint3D,unknown,Python,2024-11-05T06:40:10Z,False,success
CMU-Perceptual-Computing-Lab/openpose,294,CMU-Perceptual-Computing-Lab,openpose,unknown,C++,2024-08-03T01:59:11Z,False,success
szimek/sharedrop,293,szimek,sharedrop,unknown,JavaScript,2025-02-10T10:47:15Z,False,success
vnpy/vnpy,293,vnpy,vnpy,unknown,Python,2025-12-24T07:51:05Z,False,success
guozhigq/pilipala,293,guozhigq,pilipala,unknown,Dart,2025-05-14T15:37:04Z,False,success
Ileriayo/markdown-badges,293,Ileriayo,markdown-badges,unknown,SCSS,2025-12-23T03:43:03Z,False,success
DefinitelyTyped/DefinitelyTyped,293,DefinitelyTyped,DefinitelyTyped,unknown,TypeScript,2025-12-23T20:15:32Z,False,success
kata-containers/kata-containers,293,kata-containers,kata-containers,unknown,Rust,2025-12-25T12:42:43Z,False,success
vignshwarar/AI-Employe,292,vignshwarar,AI-Employe,unknown,TypeScript,2024-02-19T03:15:22Z,False,success
informalsystems/quint,292,informalsystems,quint,unknown,TypeScript,2025-12-24T17:14:35Z,False,success
Semporia/TikTok-Unlock,292,Semporia,TikTok-Unlock,unknown,JavaScript,2025-09-18T11:52:02Z,False,success
google-deepmind/graphcast,292,google-deepmind,graphcast,unknown,Python,2025-11-10T10:40:52Z,False,success
microsoft/promptflow,292,microsoft,promptflow,unknown,Python,2025-12-23T07:31:46Z,False,success
twitter/the-algorithm,292,twitter,the-algorithm,unknown,Scala,2025-09-08T18:40:54Z,False,success
google-research/bert,292,google-research,bert,unknown,Python,2024-07-23T23:39:41Z,True,success
pybind/pybind11,291,pybind,pybind11,unknown,C++,2025-12-25T07:33:02Z,False,success
winglang/wing,291,winglang,wing,unknown,TypeScript,2025-10-28T07:40:45Z,False,success
elidianaandrade/dio-curso-git-github,290,elidianaandrade,dio-curso-git-github,unknown,,2025-06-05T01:50:43Z,False,success
yoheinakajima/babyagi,290,yoheinakajima,babyagi,unknown,Python,2024-11-06T19:51:38Z,False,success
builtbybel/Bloatynosy,290,builtbybel,Bloatynosy,unknown,C#,2025-01-14T17:57:34Z,False,success
rust-embedded/rust-raspberrypi-OS-tutorials,290,rust-embedded,rust-raspberrypi-OS-tutorials,unknown,Rust,2024-02-10T03:24:45Z,False,success
dortania/OpenCore-Legacy-Patcher,290,dortania,OpenCore-Legacy-Patcher,unknown,Python,2025-12-24T03:38:42Z,False,success
jqlang/jq,290,jqlang,jq,unknown,C,2025-12-17T02:24:41Z,False,success
davidmerfield/Blot,290,davidmerfield,Blot,unknown,JavaScript,2025-12-23T13:12:03Z,False,success
grpc/grpc,290,grpc,grpc,unknown,C++,2025-12-25T03:39:15Z,False,success
TodePond/nDreamBerd,290,TodePond,nDreamBerd,unknown,,2025-10-30T11:27:04Z,False,success
dotnet/aspire,290,dotnet,aspire,unknown,C#,2025-12-26T06:19:31Z,False,success
huggingface/chat-ui,290,huggingface,chat-ui,unknown,TypeScript,2025-12-21T20:22:20Z,False,success
iorate/ublacklist,290,iorate,ublacklist,unknown,TypeScript,2025-12-21T15:00:36Z,False,success
alshedivat/al-folio,289,alshedivat,al-folio,unknown,HTML,2025-12-24T00:46:20Z,False,success
FranzKafkaYu/x-ui,289,FranzKafkaYu,x-ui,unknown,JavaScript,2024-11-13T16:02:11Z,True,success
VladimirYugay/Gaussian-SLAM,289,VladimirYugay,Gaussian-SLAM,unknown,Python,2024-07-03T15:01:05Z,False,success
pure-admin/vue-pure-admin,289,pure-admin,vue-pure-admin,unknown,Vue,2025-12-24T00:10:48Z,False,success
