repo_name,owner,repo,stars,language,pushed_at,archived,sustainability_status,api_status,code_review_score,has_code_of_conduct,has_contributing,has_issue_template,has_license,has_pull_request_template,has_readme,health_percentage,maintained_score,overall_score,median_issue_response_days,median_pr_review_days,total_commits,unique_contributors,forks_count,network_count,stars_count,status,watchers_count,bus_factor,contributor_diversity_gini,num_contributors
cilium/cilium,cilium,cilium,276,Go,2025-12-25T19:18:58Z,False,sustainable,success,9.0,True,True,False,True,True,True,100,10.0,6.4,1.75,0.2083333333333333,3257281.0,59.0,3503,3503,23147,success,304,33.0,0.846,300
nikolaydubina/go-recipes,nikolaydubina,go-recipes,712,Go,2025-12-21T16:37:28Z,False,sustainable,success,,False,False,False,True,True,True,57,,,91.125,0.375,83.0,1.0,168,168,4446,success,43,1.0,0.8739,14
chaitin/SafeLine,chaitin,SafeLine,815,Go,2025-11-05T08:13:12Z,False,sustainable,success,,False,False,False,True,False,True,37,,,1.0833333333333333,,361.0,5.0,1238,1238,19734,success,94,6.0,0.6847,21
go-chi/chi,go-chi,chi,262,Go,2025-10-09T19:21:01Z,False,sustainable,success,9.0,False,True,False,True,False,True,62,2.0,5.7,1.25,0.8333333333333333,28.0,2.0,1062,1062,21230,success,199,61.0,0.6443,154
zeromicro/go-zero,zeromicro,go-zero,274,Go,2025-12-25T16:21:45Z,False,sustainable,success,5.0,True,True,False,True,False,True,87,10.0,6.2,0.9583333333333331,0.7916666666666666,24871.0,3.0,4246,4246,32351,success,311,7.0,0.8673,300
docker/compose,docker,compose,271,Go,2025-12-24T09:02:57Z,False,sustainable,success,10.0,False,True,False,True,True,True,75,10.0,6.8,0.625,0.125,43593.0,7.0,5679,5679,36710,success,705,8.0,0.9171,230
XIU2/CloudflareSpeedTest,XIU2,CloudflareSpeedTest,467,Go,2025-12-15T05:29:57Z,False,sustainable,success,,False,False,False,True,False,True,42,,,0.0,,27.0,1.0,4711,4711,23963,success,137,1.0,0.8648,12
everywall/ladder,everywall,ladder,318,Go,2024-10-02T07:19:49Z,False,sustainable,success,,False,False,False,True,False,True,37,,,36.125,,1.0,1.0,282,282,6118,success,29,2.0,0.7154,9
vmware-archive/kubeless,vmware-archive,kubeless,6864,Go,2021-12-15T09:33:43Z,True,non_sustainable,success,,True,True,True,True,True,True,87,,,0.6231597222222223,,,,745,745,6864,success,166,6.0,0.8383,99
hyperhq/hyperd,hyperhq,hyperd,2069,Go,2018-11-29T08:14:19Z,True,non_sustainable,success,7.0,False,False,False,True,False,True,37,0.0,3.4,0.0855787037037037,,,,194,194,2069,success,87,5.0,0.7833,28
qvest-digital/loginsrv,qvest-digital,loginsrv,1928,Go,2021-02-27T06:20:06Z,False,non_sustainable,success,,False,False,False,True,False,True,37,,,0.1374884259259259,,,,147,147,1928,success,45,7.0,0.6754,29
schollz/find3,schollz,find3,4759,Go,2022-12-30T00:57:30Z,False,non_sustainable,success,3.0,False,True,False,True,False,True,57,0.0,2.0,0.696412037037037,,,,365,365,4759,success,109,1.0,0.9024,13
fvbock/endless,fvbock,endless,4169,Go,2021-11-27T08:54:05Z,False,non_sustainable,success,3.0,False,False,False,True,False,True,42,0.0,3.4,314.39372685185185,,,,343,343,4169,success,79,2.0,0.6921,6
olebedev/go-starter-kit,olebedev,go-starter-kit,2802,Go,2018-03-05T19:51:28Z,True,non_sustainable,success,,False,False,False,True,False,True,42,,,0.9267708333333332,,,,352,352,2802,success,93,2.0,0.7297,11
michenriksen/gitrob,michenriksen,gitrob,6103,Go,2022-09-20T18:09:09Z,True,non_sustainable,success,1.0,False,False,True,True,True,True,57,0.0,2.8,,,,,845,845,6103,success,149,,,0
Azure/draft-classic,Azure,draft-classic,3900,Go,2024-06-12T21:34:41Z,True,non_sustainable,success,,True,True,False,True,False,True,75,,,17.50002314814815,,9171.0,2.0,389,389,3900,success,133,17.0,0.646,61
googlecodelabs/tools,googlecodelabs,tools,4574,Go,2025-07-18T17:35:26Z,True,non_sustainable,success,10.0,False,True,False,True,False,True,50,0.0,4.1,0.0,13.166666666666666,1129.0,2.0,1274,1274,4575,success,261,5.0,0.8553,47
gobuffalo/packr,gobuffalo,packr,3397,Go,2021-12-04T19:53:01Z,True,non_sustainable,success,3.0,True,True,False,True,True,True,75,0.0,3.0,1.3208912037037035,,,,195,195,3397,success,40,2.0,0.835,45
sourcegraph/thyme,sourcegraph,thyme,2241,Go,2021-10-22T02:33:09Z,True,non_sustainable,success,,False,True,False,True,False,True,50,,,35.26665509259259,,,,83,83,2241,success,102,2.0,0.7273,11
giorgisio/goav,giorgisio,goav,2142,Go,2022-05-19T23:28:55Z,False,non_sustainable,success,3.0,False,False,False,True,False,True,57,0.0,3.4,,,,,361,361,2142,success,51,2.0,0.6135,6
go-ego/riot,go-ego,riot,6086,Go,2020-10-13T13:31:05Z,True,non_sustainable,success,0.0,False,True,True,True,True,True,62,0.0,2.6,0.5209259259259259,,,,475,475,6086,success,188,1.0,0.8447,7
dairongpeng/algorithm-note,dairongpeng,algorithm-note,2054,Go,2022-09-07T13:02:31Z,False,non_sustainable,success,,False,False,False,True,False,True,42,,,0.0638425925925925,,,,312,312,2054,success,36,1.0,0.4831,2
gernest/utron,gernest,utron,2224,Go,2018-10-28T20:04:59Z,True,non_sustainable,success,4.0,False,False,False,True,False,True,42,0.0,2.3,1.7310300925925926,,,,149,149,2224,success,67,1.0,0.8103,22
profclems/glab,profclems,glab,2072,Go,2022-10-01T13:58:33Z,True,non_sustainable,success,7.0,True,True,False,True,True,True,100,0.0,4.2,30.21723379629629,,,,158,158,2072,success,20,3.0,0.9063,81
chrislusf/glow,chrislusf,glow,3223,Go,2018-11-02T06:09:14Z,False,non_sustainable,success,1.0,False,False,False,False,False,True,28,0.0,2.7,0.0929166666666666,,,,249,249,3223,success,141,2.0,0.8116,9
cjbassi/gotop,cjbassi,gotop,7411,Go,2023-03-30T19:45:21Z,True,non_sustainable,success,2.0,False,False,False,True,False,True,57,0.0,2.5,0.804699074074074,,,,470,470,7411,success,94,1.0,0.8874,16
golang/mock,golang,mock,9386,Go,2024-01-08T08:00:38Z,True,non_sustainable,success,5.0,False,True,False,True,False,True,62,0.0,3.8,8.402511574074074,,,,604,604,9386,success,97,16.0,0.7206,76
egonelbre/gophers,egonelbre,gophers,3758,Go,2022-07-06T06:41:07Z,False,non_sustainable,success,,False,False,False,True,False,True,42,,,2.459039351851852,,,,180,180,3758,success,58,1.0,1.0,1
uber/prototool,uber,prototool,5042,Go,2022-03-01T12:56:26Z,True,non_sustainable,success,4.0,True,False,True,True,True,True,62,0.0,2.1,23.66408564814815,,,,343,343,5042,success,60,1.0,0.8688,28
fanpei91/torsniff,fanpei91,torsniff,4026,Go,2021-04-26T03:31:06Z,True,non_sustainable,success,,False,False,False,True,False,True,42,,,0.0184722222222222,,,,904,904,4026,success,195,1.0,0.819,9
mailgun/godebug,mailgun,godebug,2485,Go,2018-06-16T21:00:55Z,False,non_sustainable,success,,False,False,False,True,False,True,37,,,1.1482523148148147,,,,103,103,2485,success,94,1.0,0.7967,6
kubernetes-retired/external-storage,kubernetes-retired,external-storage,2703,Go,2020-10-21T11:59:32Z,True,non_sustainable,success,,True,True,False,True,False,True,62,,,4.7628125,,,,1582,1582,2703,success,103,26.0,0.7604,152
yunabe/lgo,yunabe,lgo,2459,Go,2020-11-20T07:01:33Z,False,non_sustainable,success,1.0,False,False,False,True,False,True,42,0.0,2.9,6.0923032407407405,,,,119,119,2459,success,44,1.0,0.7988,6
KubeOperator/KubeOperator,KubeOperator,KubeOperator,4995,Go,2024-07-02T10:27:56Z,True,non_sustainable,success,0.0,True,True,False,True,True,True,100,0.0,2.4,13.083333333333334,,1.0,1.0,894,894,4995,success,145,4.0,0.7744,21
yahoo/gryffin,yahoo,gryffin,2065,Go,2021-02-12T21:08:48Z,True,non_sustainable,success,4.0,True,False,False,True,True,True,62,0.0,2.9,1323.2513194444443,,,,230,230,2065,success,142,3.0,0.599,8
kardianos/govendor,kardianos,govendor,4916,Go,2020-03-02T05:34:32Z,True,non_sustainable,success,7.0,False,False,False,True,False,True,42,0.0,3.5,,,,,388,388,4916,success,92,1.0,0.8734,48
uber-archive/makisu,uber-archive,makisu,2398,Go,2021-04-20T10:38:19Z,True,non_sustainable,success,,False,True,False,True,False,True,62,,,38.334583333333335,,,,153,153,2398,success,41,3.0,0.7816,24
gravitational/teleconsole,gravitational,teleconsole,2768,Go,2021-04-06T03:19:46Z,True,non_sustainable,success,,False,False,False,True,False,True,50,,,7.838275462962963,,,,153,153,2768,success,85,1.0,0.755,9
rapidloop/rtop,rapidloop,rtop,2188,Go,2022-06-06T14:35:54Z,False,non_sustainable,success,,False,False,False,True,False,True,37,,,0.2465856481481481,,,,159,159,2188,success,62,1.0,0.61,4
fogleman/ln,fogleman,ln,3346,Go,2019-07-19T09:00:40Z,False,non_sustainable,success,0.0,False,False,False,True,False,True,42,0.0,3.0,2.580115740740741,,,,132,132,3346,success,87,1.0,0.6426,3
google/exposure-notifications-server,google,exposure-notifications-server,2567,Go,2023-06-29T15:31:55Z,True,non_sustainable,success,8.0,True,True,False,True,True,True,100,0.0,4.8,0.0039467592592592,,,,317,317,2567,success,61,7.0,0.8348,64
matrix-org/dendrite,matrix-org,dendrite,5650,Go,2024-11-25T10:18:03Z,True,non_sustainable,success,6.0,False,True,False,True,True,True,75,0.0,3.7,4.166666666666667,1.125,3331.0,5.0,662,662,5650,success,94,7.0,0.9014,185
mit-pdos/biscuit,mit-pdos,biscuit,2550,Go,2022-10-28T14:51:16Z,False,non_sustainable,success,,True,False,True,True,True,True,62,,,0.0,,,,185,185,2550,success,77,23.0,0.8661,300
jgrahamc/httpdiff,jgrahamc,httpdiff,2076,Go,2021-08-22T18:02:48Z,False,non_sustainable,success,,False,False,False,True,False,True,42,,,1.7546064814814817,,,,68,68,2078,success,37,2.0,0.6723,7
notaryproject/notary,notaryproject,notary,3282,Go,2024-08-07T19:02:32Z,True,non_sustainable,success,10.0,True,True,False,True,False,True,75,0.0,3.8,25.375,5.041666666666667,3.0,1.0,520,520,3282,success,109,6.0,0.8735,79
rebuy-de/aws-nuke,rebuy-de,aws-nuke,5803,Go,2024-10-15T07:47:29Z,True,non_sustainable,success,6.0,False,True,False,True,False,True,50,0.0,3.5,6.5,0.0,1052.0,4.0,721,721,5803,success,76,21.0,0.7856,134
andeya/pholcus,andeya,pholcus,7605,Go,2022-11-08T06:29:38Z,False,non_sustainable,success,,False,False,False,True,False,True,42,,,0.053761574074074,,,,1692,1692,7605,success,449,1.0,0.9005,16
evilsocket/xray,evilsocket,xray,2279,Go,2024-07-10T09:43:56Z,True,non_sustainable,success,,False,False,False,True,False,True,42,,,180.8333333333333,,1.0,1.0,300,300,2279,success,75,1.0,0.7567,6
attic-labs/noms,attic-labs,noms,7442,Go,2021-08-27T22:44:22Z,True,non_sustainable,success,0.0,False,True,False,True,False,True,50,0.0,1.4,0.0366087962962963,,,,268,268,7442,success,192,4.0,0.8668,36
adtac/commento,adtac,commento,3776,Go,2022-11-25T15:56:01Z,False,non_sustainable,success,,False,False,False,True,False,True,42,,,,,,,193,193,3776,success,69,1.0,0.9073,21
fogleman/pt,fogleman,pt,2095,Go,2019-03-21T10:07:26Z,False,non_sustainable,success,0.0,False,False,False,True,False,True,42,0.0,3.0,0.0220601851851851,,,,108,108,2095,success,55,1.0,0.6553,3
arachnys/athenapdf,arachnys,athenapdf,2247,Go,2023-03-06T10:53:07Z,True,non_sustainable,success,2.0,False,False,False,True,False,True,37,0.0,3.1,10.500486111111112,,,,184,184,2247,success,67,7.0,0.7058,26
tenable/terrascan,tenable,terrascan,5191,Go,2025-11-20T19:37:10Z,True,non_sustainable,success,,True,True,True,True,False,True,87,,,12.75,0.125,3394.0,4.0,539,539,5191,success,69,12.0,0.7911,81
aerokube/selenoid,aerokube,selenoid,2655,Go,2024-12-17T12:13:37Z,True,non_sustainable,success,2.0,True,True,False,True,False,True,62,0.0,3.1,0.875,,1153.0,3.0,354,354,2655,success,92,2.0,0.9123,31
geektutu/high-performance-go,geektutu,high-performance-go,3891,Go,2022-11-03T07:29:09Z,False,non_sustainable,success,,False,False,False,True,False,True,42,,,,,,,430,430,3891,success,74,1.0,0.7308,6
AlecAivazis/survey,AlecAivazis,survey,4124,Go,2024-04-07T12:46:27Z,True,non_sustainable,success,7.0,False,True,False,True,False,True,71,0.0,4.4,34.83120370370371,,,,355,355,4124,success,28,2.0,0.8535,62
json-iterator/go,json-iterator,go,13925,Go,2024-05-27T09:03:49Z,True,non_sustainable,success,4.0,False,False,False,True,False,True,37,0.0,4.1,0.7083333333333333,,,,1056,1056,13925,success,220,2.0,0.8954,43
asticode/go-astilectron,asticode,go-astilectron,4893,Go,2024-02-16T13:49:55Z,True,non_sustainable,success,6.0,False,False,False,True,False,True,42,0.0,3.7,0.0833333333333333,,1.0,1.0,345,345,4893,success,127,3.0,0.7854,39
Frooodle/Stirling-PDF,Frooodle,Stirling-PDF,8536,Java,2025-12-25T23:39:18Z,False,sustainable,success,,False,True,False,True,True,True,87,,,0.6306712962962963,,,,6089,6089,71650,success,214,12.0,0.8879,252
langchain4j/langchain4j,langchain4j,langchain4j,245,Java,2025-12-25T10:00:43Z,False,sustainable,success,,True,True,False,True,True,True,87,,,0.5,0.8333333333333333,7719.0,10.0,1844,1844,10118,success,109,34.0,0.7987,300
thingsboard/tbmq,thingsboard,tbmq,248,Java,2025-12-23T17:39:53Z,False,sustainable,success,,False,False,False,True,True,True,62,,,0.2083333333333333,5.041666666666667,2025.0,4.0,72,72,694,success,16,2.0,0.6921,8
dbeaver/dbeaver,dbeaver,dbeaver,356,Java,2025-12-26T06:05:33Z,False,sustainable,success,8.0,True,True,True,True,False,True,87,10.0,6.0,0.625,0.1666666666666666,472353.0,27.0,3983,3983,47965,success,532,3.0,0.9701,300
elastic/elasticsearch,elastic,elasticsearch,384,Java,2025-12-25T11:02:54Z,False,sustainable,success,6.0,False,True,False,True,True,True,75,10.0,6.0,0.0,0.125,404735.0,204.0,25748,25748,75725,success,2638,59.0,0.7586,300
termux/termux-app,termux,termux-app,857,Java,2025-12-12T19:04:26Z,False,sustainable,success,3.0,False,False,False,True,False,True,50,10.0,5.2,0.0,1.4166666666666667,45.0,4.0,5733,5733,48155,success,1395,2.0,0.8978,78
Archmage83/tvapk,Archmage83,tvapk,278,Java,2025-12-19T07:04:41Z,False,sustainable,success,,False,False,False,True,False,True,42,,,3.125,,54.0,2.0,517,517,5479,success,54,1.0,0.6214,3
YunaiV/ruoyi-vue-pro,YunaiV,ruoyi-vue-pro,438,Java,2025-12-25T14:52:02Z,False,sustainable,success,,False,False,False,True,False,True,57,,,1.1666666666666667,3.125,11772.0,1.0,7514,7514,34791,success,253,6.0,0.9371,268
ReChronoRain/HyperCeiler,ReChronoRain,HyperCeiler,259,Java,2025-12-12T22:07:38Z,False,sustainable,success,,False,False,False,True,False,True,50,,,0.6666666666666666,0.375,44143.0,12.0,309,309,4154,success,19,3.0,0.907,64
spring-projects/spring-framework,spring-projects,spring-framework,315,Java,2025-12-25T10:26:32Z,False,sustainable,success,0.0,True,True,False,True,False,True,87,10.0,6.1,0.0416666666666666,0.625,13791.0,9.0,38887,38887,59426,success,3301,6.0,0.9585,300
dromara/hutool,dromara,hutool,240,Java,2025-12-26T01:44:07Z,False,sustainable,success,2.0,False,False,True,True,True,True,71,10.0,4.1,0.0833333333333333,0.1666666666666666,1700.0,1.0,7679,7679,30296,success,600,1.0,0.9213,300
yuliskov/SmartTube,yuliskov,SmartTube,631,Java,2025-12-26T02:50:43Z,False,sustainable,success,,False,False,False,True,False,True,42,,,0.7083333333333333,0.0416666666666666,1888.0,1.0,1467,1467,27191,success,218,1.0,0.9672,137
Card-Forge/forge,Card-Forge,forge,306,Java,2025-12-24T10:10:00Z,False,sustainable,success,,False,True,False,True,False,True,75,,,0.5416666666666666,0.0416666666666666,104127.0,9.0,804,804,2069,success,16,10.0,0.929,213
SeleniumHQ/selenium,SeleniumHQ,selenium,406,Java,2025-12-26T00:20:31Z,False,sustainable,success,5.0,True,True,False,True,True,True,100,10.0,3.2,0.0,0.7916666666666666,222223.0,18.0,8636,8636,33818,success,1262,17.0,0.9125,300
apache/doris,apache,doris,262,Java,2025-12-26T06:25:35Z,False,sustainable,success,,True,True,False,True,True,True,87,,,2.6666666666666665,0.2083333333333333,99328.0,52.0,3660,3660,14795,success,282,72.0,0.7106,300
xuchengsheng/spring-reading,xuchengsheng,spring-reading,1916,Java,2024-07-29T06:13:59Z,False,sustainable,success,,False,False,False,True,False,True,42,,,0.0,,149.0,1.0,1248,1248,9866,success,146,1.0,0.4892,2
doocs/advanced-java,doocs,advanced-java,308,Java,2025-11-08T00:30:06Z,False,sustainable,success,2.0,False,True,False,True,False,True,50,3.0,4.2,0.0,0.0,15.0,1.0,19307,19307,78670,success,2565,1.0,0.91,40
LSPosed/LSPosed,LSPosed,LSPosed,505,Java,2025-03-04T21:28:36Z,False,sustainable,success,,False,False,False,True,False,True,37,,,0.0,0.0,3.0,2.0,3436,3436,22380,success,305,7.0,0.8586,67
Stirling-Tools/Stirling-PDF,Stirling-Tools,Stirling-PDF,285,Java,2025-12-25T23:39:18Z,False,sustainable,success,,False,True,False,True,True,True,87,,,0.2083333333333333,0.0,52788.0,9.0,6089,6089,71650,success,214,12.0,0.8879,252
TheAlgorithms/Java,TheAlgorithms,Java,348,Java,2025-12-22T20:16:01Z,False,sustainable,success,10.0,True,True,False,True,True,True,75,10.0,6.6,0.125,0.5,11186.0,7.0,20876,20876,64611,success,2181,85.0,0.6981,300
chat2db/Chat2DB,chat2db,Chat2DB,532,Java,2025-12-19T18:44:58Z,False,sustainable,success,,False,False,False,True,False,True,50,,,0.9166666666666666,,1205.0,12.0,2714,2714,24869,success,148,4.0,0.8664,41
spring-projects/spring-boot,spring-projects,spring-boot,465,Java,2025-12-24T13:51:18Z,False,sustainable,success,0.0,True,True,False,True,True,True,87,10.0,5.7,0.0,0.2916666666666666,78464.0,8.0,41761,41761,79496,success,3328,3.0,0.9696,300
Anuken/Mindustry,Anuken,Mindustry,616,Java,2025-12-26T00:46:14Z,False,sustainable,success,1.0,False,True,False,True,True,True,71,10.0,4.1,0.0,2.5,2451.0,2.0,3327,3327,26049,success,542,7.0,0.9048,300
ashishps1/awesome-low-level-design,ashishps1,awesome-low-level-design,557,Java,2025-10-25T14:41:17Z,False,sustainable,success,,False,False,False,True,False,True,42,,,2.6666666666666665,11.0,126.0,1.0,5067,5067,20510,success,147,4.0,0.8008,52
halo-dev/halo,halo-dev,halo,640,Java,2025-12-26T04:02:58Z,False,sustainable,success,4.0,True,True,False,True,True,True,87,10.0,5.1,0.0833333333333333,0.0833333333333333,5698.0,5.0,10172,10172,37572,success,477,2.0,0.9526,143
macrozheng/mall,macrozheng,mall,961,Java,2025-10-17T06:27:15Z,False,sustainable,success,0.0,False,False,False,True,False,True,42,1.0,1.7,0.6666666666666666,,1064.0,1.0,29613,29613,82544,success,2216,1.0,1.0,1
Snailclimb/JavaGuide,Snailclimb,JavaGuide,816,Java,2025-12-24T12:34:03Z,False,sustainable,success,4.0,False,False,False,True,False,True,42,10.0,4.2,0.2083333333333333,0.3333333333333333,524.0,1.0,46100,46100,153218,success,4464,3.0,0.8942,300
SPLWare/esProc,SPLWare,esProc,651,Java,2025-12-22T11:29:34Z,False,sustainable,success,,False,True,False,True,False,True,57,,,0.7083333333333333,,747.0,1.0,359,359,4690,success,57,4.0,0.6747,16
xpipe-io/xpipe,xpipe-io,xpipe,381,Java,2025-12-25T20:29:41Z,False,sustainable,success,,True,True,False,True,False,True,87,,,0.0416666666666666,,14114.0,2.0,472,472,12185,success,51,1.0,0.9353,17
iBotPeaches/Apktool,iBotPeaches,Apktool,227,Java,2025-12-22T19:12:23Z,False,sustainable,success,4.0,False,True,False,True,False,True,85,10.0,5.1,0.125,0.125,15227.0,2.0,3868,3868,23588,success,663,2.0,0.9268,101
StarRocks/starrocks,StarRocks,starrocks,595,Java,2025-12-26T06:15:51Z,False,sustainable,success,,True,True,False,True,True,True,100,,,2.083333333333333,0.0,5753808.0,50.0,2240,2240,11151,success,184,42.0,0.8095,300
ashishps1/awesome-system-design-resources,ashishps1,awesome-system-design-resources,2202,Java,2025-12-25T13:55:22Z,False,sustainable,success,,False,False,False,True,False,True,42,,,1.8333333333333333,0.0833333333333333,107.0,1.0,6585,6585,28606,success,368,1.0,0.7228,4
keycloak/keycloak,keycloak,keycloak,347,Java,2025-12-26T00:16:52Z,False,sustainable,success,10.0,True,True,False,True,True,True,100,10.0,8.7,0.9583333333333331,0.2083333333333333,32952.0,17.0,7918,7918,31912,success,390,21.0,0.8863,300
doocs/leetcode,doocs,leetcode,474,Java,2025-12-26T00:38:44Z,False,sustainable,success,1.0,True,True,False,True,False,True,75,10.0,4.9,0.0416666666666666,0.0,562188.0,6.0,9174,9174,35330,success,333,7.0,0.9264,180
krahets/hello-algo,krahets,hello-algo,6019,Java,2025-10-30T12:27:41Z,False,sustainable,success,,False,False,False,True,True,True,57,,,0.7916666666666666,1.0,44349.0,1.0,14701,14701,120830,success,589,20.0,0.8362,202
houbb/sensitive-word,houbb,sensitive-word,251,Java,2025-12-24T16:47:42Z,False,sustainable,success,10.0,False,False,False,True,False,True,42,2.0,4.6,1.4583333333333333,,450.0,1.0,754,754,5590,success,33,1.0,0.8125,8
xkcoding/spring-boot-demo,xkcoding,spring-boot-demo,267,Java,2024-07-24T02:02:52Z,False,sustainable,success,1.0,False,False,False,True,True,True,57,0.0,2.6,0.0,,,,11007,11007,34060,success,1005,1.0,0.893,11
conductor-oss/conductor,conductor-oss,conductor,1046,Java,2025-12-19T17:00:43Z,False,sustainable,success,,True,True,False,True,True,True,87,,,8.791666666666666,1.1666666666666667,576.0,8.0,792,792,31645,success,52,21.0,0.8605,295
alibaba/nacos,alibaba,nacos,255,Java,2025-12-25T02:15:02Z,False,sustainable,success,7.0,True,True,True,True,True,True,75,10.0,5.1,0.7916666666666666,1.875,7744.0,3.0,13214,13214,32447,success,903,40.0,0.8148,300
Skythinker616/gpt-assistant-android,Skythinker616,gpt-assistant-android,332,Java,2025-05-06T06:20:25Z,False,sustainable,success,,False,False,False,True,False,True,42,,,0.3333333333333333,,7.0,1.0,119,119,870,success,10,1.0,1.0,1
ashishps1/awesome-low-low-design,ashishps1,awesome-low-low-design,458,Java,2025-10-25T14:41:17Z,False,sustainable,success,,False,False,False,True,False,True,42,,,2.1558217592592595,,,,5067,5067,20510,success,147,4.0,0.8008,52
GrowingGit/GitHub-Chinese-Top-Charts,GrowingGit,GitHub-Chinese-Top-Charts,2298,Java,2024-10-12T06:51:36Z,False,sustainable,success,,False,False,False,True,False,True,42,,,0.1666666666666666,,276.0,1.0,13433,13433,104761,success,2616,1.0,1.0,1
dataease/dataease,dataease,dataease,377,Java,2025-12-25T11:01:50Z,False,sustainable,success,,True,True,False,True,True,True,100,,,0.5,0.0,1918380.0,17.0,3947,3947,22968,success,177,5.0,0.9259,89
TeamNewPipe/NewPipe,TeamNewPipe,NewPipe,602,Java,2025-12-25T09:31:49Z,False,sustainable,success,10.0,False,True,False,True,True,True,62,10.0,5.3,0.4166666666666666,5.958333333333333,904.0,6.0,3350,3350,36023,success,607,46.0,0.7953,300
blossom-editor/blossom,blossom-editor,blossom,689,Java,2025-12-23T23:00:05Z,False,sustainable,success,,False,False,False,True,False,True,37,,,1.0833333333333333,,441.0,2.0,339,339,3760,success,20,1.0,0.8125,6
ReVanced/revanced-patches,ReVanced,revanced-patches,231,Java,2025-12-26T00:12:14Z,False,sustainable,success,,False,True,False,True,False,True,62,,,0.0,0.25,24190.0,5.0,652,652,5105,success,61,4.0,0.9175,175
gyoogle/tech-interview-for-developer,gyoogle,tech-interview-for-developer,240,Java,2025-06-04T08:16:06Z,False,sustainable,success,10.0,False,False,False,True,False,True,42,0.0,4.3,,10.833333333333334,27.0,1.0,3713,3713,16935,success,148,7.0,0.7999,72
OpenAPITools/openapi-generator,OpenAPITools,openapi-generator,276,Java,2025-12-23T05:25:05Z,False,sustainable,success,6.0,True,True,True,True,True,True,87,10.0,3.8,1.8333333333333333,0.7083333333333333,223603.0,7.0,7324,7324,25492,success,226,30.0,0.8288,300
Team-xManager/xManager,Team-xManager,xManager,303,Java,2025-08-15T13:13:07Z,False,sustainable,success,,True,True,False,True,False,True,75,,,1.0416666666666667,1.875,216.0,1.0,314,314,12067,success,131,1.0,0.9206,49
FongMi/TV,FongMi,TV,253,Java,2025-12-22T07:28:25Z,False,sustainable,success,,False,False,False,True,False,True,28,,,0.0833333333333333,,5180.0,2.0,2198,2198,6998,success,87,1.0,0.8395,8
alibaba/UltraViewPager,alibaba,UltraViewPager,4971,Java,2021-07-14T04:48:51Z,True,non_sustainable,success,0.0,False,True,False,True,False,True,50,0.0,2.9,51.466134259259256,,,,678,678,4971,success,119,2.0,0.6667,7
google/binnavi,google,binnavi,2896,Java,2020-10-23T07:04:37Z,True,non_sustainable,success,4.0,True,True,False,True,False,True,75,0.0,2.7,,,,,458,458,2896,success,213,3.0,0.794,21
javagrowing/JGrowing,javagrowing,JGrowing,4560,Java,2020-10-13T13:45:13Z,False,non_sustainable,success,,False,False,False,True,False,True,37,,,910.1448148148148,,,,932,932,4560,success,227,1.0,0.8246,11
roughike/BottomBar,roughike,BottomBar,8382,Java,2021-09-16T11:19:06Z,False,non_sustainable,success,2.0,False,False,False,True,False,True,42,0.0,3.2,0.0,,,,1490,1490,8382,success,236,1.0,0.9153,31
roncoo/roncoo-pay,roncoo,roncoo-pay,4955,Java,2022-12-31T13:23:01Z,False,non_sustainable,success,,False,False,False,True,False,True,37,,,60.89791666666667,,,,2588,2588,4955,success,395,3.0,0.4309,6
facebookarchive/shimmer-android,facebookarchive,shimmer-android,5365,Java,2023-03-23T16:44:24Z,True,non_sustainable,success,,True,True,False,True,False,True,62,,,73.94494212962962,,,,705,705,5365,success,181,4.0,0.7079,21
square/sqlbrite,square,sqlbrite,4539,Java,2020-08-17T16:20:56Z,True,non_sustainable,success,5.0,False,True,False,True,False,True,50,0.0,3.6,0.1491550925925926,,,,416,416,4539,success,206,1.0,0.8495,31
timusus/Shuttle,timusus,Shuttle,2186,Java,2022-12-28T23:40:53Z,True,non_sustainable,success,0.0,False,True,True,True,False,True,57,0.0,2.7,1.8111689814814813,,,,475,475,2186,success,76,1.0,0.9028,24
crazycodeboy/TakePhoto,crazycodeboy,TakePhoto,7245,Java,2019-08-26T09:42:27Z,False,non_sustainable,success,,False,False,False,True,False,True,42,,,18.78275462962963,,,,1504,1504,7245,success,182,1.0,0.7979,6
luizgrp/SectionedRecyclerViewAdapter,luizgrp,SectionedRecyclerViewAdapter,1685,Java,2022-02-27T11:51:14Z,True,non_sustainable,success,,False,True,False,True,False,True,71,,,0.1316666666666666,,,,373,373,1685,success,41,2.0,0.6908,6
opentracing/opentracing-java,opentracing,opentracing-java,1689,Java,2021-10-11T22:23:48Z,True,non_sustainable,success,8.0,False,True,False,True,False,True,50,0.0,4.4,0.0706712962962963,,,,343,343,1689,success,90,7.0,0.7095,30
bjmashibing/InternetArchitect,bjmashibing,InternetArchitect,4282,Java,2022-12-14T20:42:20Z,False,non_sustainable,success,,False,False,False,True,False,False,28,,,0.0,,,,2858,2858,4282,success,238,1.0,1.0,1
fython/MaterialStepperView,fython,MaterialStepperView,2172,Java,2020-02-12T08:17:00Z,True,non_sustainable,success,,False,False,False,True,False,True,42,,,14.166493055555556,,,,261,261,2172,success,46,1.0,0.7216,5
qstumn/BadgeView,qstumn,BadgeView,3975,Java,2021-03-30T01:28:09Z,False,non_sustainable,success,,False,False,False,True,False,True,42,,,12.09707175925926,,,,544,544,3975,success,66,1.0,0.4821,2
