repo_name,stars,owner,repo,sustainability_status
prometheus/prometheus,419,prometheus,prometheus,unknown
wgh136/PicaComic,418,wgh136,PicaComic,unknown
tiimgreen/github-cheat-sheet,417,tiimgreen,github-cheat-sheet,unknown
GhostTroops/scan4all,417,GhostTroops,scan4all,unknown
TanStack/query,417,TanStack,query,unknown
microsoft/monaco-editor,415,microsoft,monaco-editor,unknown
cosmtrek/air,415,cosmtrek,air,unknown
nushell/nushell,415,nushell,nushell,unknown
surrealdb/surrealdb,415,surrealdb,surrealdb,unknown
dkhamsing/open-source-ios-apps,415,dkhamsing,open-source-ios-apps,unknown
ks233/ja-learner,414,ks233,ja-learner,unknown
Nutlope/roomGPT,414,Nutlope,roomGPT,unknown
ggerganov/ggml,413,ggerganov,ggml,unknown
ray-project/ray,413,ray-project,ray,unknown
KurtBestor/Hitomi-Downloader,413,KurtBestor,Hitomi-Downloader,unknown
Cyfrin/security-and-auditing-full-course-s23,413,Cyfrin,security-and-auditing-full-course-s23,unknown
sczhou/CodeFormer,412,sczhou,CodeFormer,unknown
OwshenNetwork/genesis,412,OwshenNetwork,genesis,unknown
Anduin2017/HowToCook,411,Anduin2017,HowToCook,unknown
kaixindelele/ChatPaper,411,kaixindelele,ChatPaper,unknown
react-hook-form/react-hook-form,411,react-hook-form,react-hook-form,unknown
pgvector/pgvector,411,pgvector,pgvector,unknown
scikit-learn/scikit-learn,410,scikit-learn,scikit-learn,unknown
florestefano1975/comfyui-portrait-master,409,florestefano1975,comfyui-portrait-master,unknown
WZMIAOMIAO/deep-learning-for-image-processing,409,WZMIAOMIAO,deep-learning-for-image-processing,unknown
google-deepmind/materials_discovery,408,google-deepmind,materials_discovery,unknown
pjlab-sys4nlp/llama-moe,408,pjlab-sys4nlp,llama-moe,unknown
tonsky/FiraCode,407,tonsky,FiraCode,unknown
google/jax,407,google,jax,unknown
SeleniumHQ/selenium,406,SeleniumHQ,selenium,unknown
devos50/qemu-ios,406,devos50,qemu-ios,unknown
MustardChef/WSABuilds,405,MustardChef,WSABuilds,unknown
GitHubDaily/GitHubDaily,405,GitHubDaily,GitHubDaily,unknown
BeyondDimension/SteamTools,404,BeyondDimension,SteamTools,unknown
Sangwan5688/BlackHole,404,Sangwan5688,BlackHole,unknown
docusealco/docuseal,404,docusealco,docuseal,unknown
tiangolo/sqlmodel,404,tiangolo,sqlmodel,unknown
skylot/jadx,403,skylot,jadx,unknown
Mozilla-Ocho/Memory-Cache,403,Mozilla-Ocho,Memory-Cache,unknown
iv-org/invidious,403,iv-org,invidious,unknown
logspace-ai/langflow,403,logspace-ai,langflow,unknown
Atlas-OS/Atlas,403,Atlas-OS,Atlas,unknown
traefik/traefik,402,traefik,traefik,unknown
ReVanced/revanced-manager,402,ReVanced,revanced-manager,unknown
RealKai42/qwerty-learner,401,RealKai42,qwerty-learner,unknown
3Kmfi6HP/EDtunnel,401,3Kmfi6HP,EDtunnel,unknown
openai/triton,401,openai,triton,unknown
DIYgod/RSSHub,401,DIYgod,RSSHub,unknown
huggingface/pytorch-image-models,399,huggingface,pytorch-image-models,unknown
codex-team/editor.js,399,codex-team,editor.js,unknown
OpenTalker/video-retalking,399,OpenTalker,video-retalking,unknown
Dujltqzv/Some-Many-Books,399,Dujltqzv,Some-Many-Books,unknown
lmsqueezy/wedges,398,lmsqueezy,wedges,unknown
uber-go/nilaway,398,uber-go,nilaway,unknown
ymcui/Chinese-LLaMA-Alpaca,398,ymcui,Chinese-LLaMA-Alpaca,unknown
tencent-ailab/IP-Adapter,398,tencent-ailab,IP-Adapter,unknown
keyvanakbary/learning-notes,398,keyvanakbary,learning-notes,unknown
productiveops/dokemon,398,productiveops,dokemon,unknown
OpenTalker/SadTalker,397,OpenTalker,SadTalker,unknown
netero1010/EDRSilencer,397,netero1010,EDRSilencer,unknown
hellzerg/optimizer,397,hellzerg,optimizer,unknown
gofiber/fiber,397,gofiber,fiber,unknown
facebookresearch/codellama,397,facebookresearch,codellama,unknown
YSGStudyHards/DotNetGuide,397,YSGStudyHards,DotNetGuide,unknown
open-mmlab/PIA,396,open-mmlab,PIA,unknown
steven-tey/novel,396,steven-tey,novel,unknown
jxnl/instructor,396,jxnl,instructor,unknown
Orillusion/orillusion,396,Orillusion,orillusion,unknown
kgrzybek/modular-monolith-with-ddd,395,kgrzybek,modular-monolith-with-ddd,unknown
rasbt/LLMs-from-scratch,395,rasbt,LLMs-from-scratch,unknown
pathwaycom/llm-app,395,pathwaycom,llm-app,unknown
vaxilu/x-ui,394,vaxilu,x-ui,unknown
leonlucc/awesome-alternative,394,leonlucc,awesome-alternative,unknown
forthespada/CS-Books,393,forthespada,CS-Books,unknown
Pawdroid/Free-servers,393,Pawdroid,Free-servers,unknown
triggerdotdev/trigger.dev,393,triggerdotdev,trigger.dev,unknown
pydantic/pydantic,393,pydantic,pydantic,unknown
CatVodTVOfficial/TVBoxOSC,392,CatVodTVOfficial,TVBoxOSC,unknown
unocss/unocss,391,unocss,unocss,unknown
mantinedev/mantine,391,mantinedev,mantine,unknown
RUCAIBox/LLMSurvey,390,RUCAIBox,LLMSurvey,unknown
lss233/chatgpt-mirai-qq-bot,389,lss233,chatgpt-mirai-qq-bot,unknown
resemble-ai/resemble-enhance,389,resemble-ai,resemble-enhance,unknown
pi-hole/pi-hole,389,pi-hole,pi-hole,unknown
2hacc/TVBox,389,2hacc,TVBox,unknown
TencentARC/MotionCtrl,389,TencentARC,MotionCtrl,unknown
e2b-dev/awesome-ai-agents,389,e2b-dev,awesome-ai-agents,unknown
rochus-keller/CspChan,389,rochus-keller,CspChan,unknown
ActiveVisionLab/Awesome-LLM-3D,388,ActiveVisionLab,Awesome-LLM-3D,unknown
fr0gger/Awesome-GPT-Agents,388,fr0gger,Awesome-GPT-Agents,unknown
kska32/ebooks,388,kska32,ebooks,unknown
vpncn/vpncn.github.io,387,vpncn,vpncn.github.io,unknown
appsmithorg/appsmith,387,appsmithorg,appsmith,unknown
adrianhajdin/event_platform,387,adrianhajdin,event_platform,unknown
01mf02/jaq,386,01mf02,jaq,unknown
duckdb/duckdb,386,duckdb,duckdb,unknown
streetwriters/notesnook,385,streetwriters,notesnook,unknown
elastic/elasticsearch,384,elastic,elasticsearch,unknown
d2l-ai/d2l-en,384,d2l-ai,d2l-en,unknown
Enraged-Rabbit-Community/ERCF_v2,384,Enraged-Rabbit-Community,ERCF_v2,unknown
yangxy/PASD,384,yangxy,PASD,unknown
miru-project/miru-app,384,miru-project,miru-app,unknown
RUB-NDS/Terrapin-Scanner,383,RUB-NDS,Terrapin-Scanner,unknown
alsyundawy/Parallels,383,alsyundawy,Parallels,unknown
Awesome-Windows/Awesome,383,Awesome-Windows,Awesome,unknown
flet-dev/flet,382,flet-dev,flet,unknown
brillout/awesome-react-components,382,brillout,awesome-react-components,unknown
google/generative-ai-swift,382,google,generative-ai-swift,unknown
THUDM/ChatGLM2-6B,382,THUDM,ChatGLM2-6B,unknown
anasfik/flutter-spy,382,anasfik,flutter-spy,unknown
xpipe-io/xpipe,381,xpipe-io,xpipe,unknown
ordinals/ord,381,ordinals,ord,unknown
swaggyP36000/TrollStore-IPAs,381,swaggyP36000,TrollStore-IPAs,unknown
gaotianliuyun/gao,381,gaotianliuyun,gao,unknown
greatfrontend/awesome-front-end-system-design,381,greatfrontend,awesome-front-end-system-design,unknown
workos/authkit,380,workos,authkit,unknown
localstack/localstack,380,localstack,localstack,unknown
robotics-survey/Awesome-Robotics-Foundation-Models,380,robotics-survey,Awesome-Robotics-Foundation-Models,unknown
samber/lo,380,samber,lo,unknown
vbenjs/vue-vben-admin,379,vbenjs,vue-vben-admin,unknown
joschan21/digitalhippo,379,joschan21,digitalhippo,unknown
Sanster/lama-cleaner,378,Sanster,lama-cleaner,unknown
Floorp-Projects/Floorp,378,Floorp-Projects,Floorp,unknown
byoungd/English-level-up-tips,378,byoungd,English-level-up-tips,unknown
serhii-londar/open-source-mac-os-apps,377,serhii-londar,open-source-mac-os-apps,unknown
BUPT-OS/RROS,377,BUPT-OS,RROS,unknown
tmux/tmux,377,tmux,tmux,unknown
dataease/dataease,377,dataease,dataease,unknown
deepset-ai/haystack,376,deepset-ai,haystack,unknown
wasp-lang/open-saas,376,wasp-lang,open-saas,unknown
facebookresearch/audiocraft,375,facebookresearch,audiocraft,unknown
openai/tiktoken,375,openai,tiktoken,unknown
Solido/awesome-flutter,375,Solido,awesome-flutter,unknown
squidfunk/mkdocs-material,375,squidfunk,mkdocs-material,unknown
cubiq/ComfyUI_IPAdapter_plus,375,cubiq,ComfyUI_IPAdapter_plus,unknown
vfsfitvnm/ViMusic,375,vfsfitvnm,ViMusic,unknown
huihut/interview,375,huihut,interview,unknown
juliangarnier/anime,374,juliangarnier,anime,unknown
DioxusLabs/dioxus,374,DioxusLabs,dioxus,unknown
AI4Finance-Foundation/FinGPT,374,AI4Finance-Foundation,FinGPT,unknown
dgtlmoon/changedetection.io,374,dgtlmoon,changedetection.io,unknown
google/generative-ai-docs,374,google,generative-ai-docs,unknown
zhiwehu/Python-programming-exercises,373,zhiwehu,Python-programming-exercises,unknown
gothinkster/realworld,373,gothinkster,realworld,unknown
hslr-s/sun-panel,373,hslr-s,sun-panel,unknown
wagoodman/dive,372,wagoodman,dive,unknown
DoctorWkt/acwj,372,DoctorWkt,acwj,unknown
hehonghui/awesome-english-ebooks,372,hehonghui,awesome-english-ebooks,unknown
jgraph/drawio,371,jgraph,drawio,unknown
FiloSottile/mkcert,371,FiloSottile,mkcert,unknown
puppeteer/puppeteer,371,puppeteer,puppeteer,unknown
phoenixframework/flame,371,phoenixframework,flame,unknown
novuhq/novu,371,novuhq,novu,unknown
v2rayA/v2rayA,371,v2rayA,v2rayA,unknown
clauderic/dnd-kit,371,clauderic,dnd-kit,unknown
freqtrade/freqtrade,371,freqtrade,freqtrade,unknown
mrdbourke/pytorch-deep-learning,371,mrdbourke,pytorch-deep-learning,unknown
tracel-ai/burn,370,tracel-ai,burn,unknown
SigNoz/signoz,370,SigNoz,signoz,unknown
danielgatis/rembg,370,danielgatis,rembg,unknown
typicode/json-server,370,typicode,json-server,unknown
sqlmapproject/sqlmap,370,sqlmapproject,sqlmap,unknown
storybookjs/storybook,369,storybookjs,storybook,unknown
bmaltais/kohya_ss,369,bmaltais,kohya_ss,unknown
0x192/universal-android-debloater,369,0x192,universal-android-debloater,unknown
jaywcjlove/reference,369,jaywcjlove,reference,unknown
denoland/deno,368,denoland,deno,unknown
yuzu-emu/yuzu-android,368,yuzu-emu,yuzu-android,unknown
ymcui/Chinese-LLaMA-Alpaca-2,368,ymcui,Chinese-LLaMA-Alpaca-2,unknown
KovenYu/WonderJourney,368,KovenYu,WonderJourney,unknown
httpie/cli,368,httpie,cli,unknown
bluesky-social/social-app,367,bluesky-social,social-app,unknown
xiaye13579/BBLL,367,xiaye13579,BBLL,unknown
HumanAIGC/VividTalk,366,HumanAIGC,VividTalk,unknown
lydiahallie/javascript-questions,366,lydiahallie,javascript-questions,unknown
facebookresearch/detectron2,366,facebookresearch,detectron2,unknown
TheAlgorithms/JavaScript,366,TheAlgorithms,JavaScript,unknown
modelscope/modelscope,365,modelscope,modelscope,unknown
tiangolo/full-stack-fastapi-postgresql,365,tiangolo,full-stack-fastapi-postgresql,unknown
qier222/YesPlayMusic,365,qier222,YesPlayMusic,unknown
medusajs/medusa,365,medusajs,medusa,unknown
wangxupeng/2019Legal-AI-Challenge-Legal-Case-Element-Recognition-solution,365,wangxupeng,2019Legal-AI-Challenge-Legal-Case-Element-Recognition-solution,unknown
formkit/auto-animate,364,formkit,auto-animate,unknown
reflex-dev/reflex,364,reflex-dev,reflex,unknown
abiosoft/colima,364,abiosoft,colima,unknown
OI-wiki/OI-wiki,363,OI-wiki,OI-wiki,unknown
lTbgykio/Books-Free-Books,363,lTbgykio,Books-Free-Books,unknown
alpinejs/alpine,363,alpinejs,alpine,unknown
Binaryify/NeteaseCloudMusicApi,363,Binaryify,NeteaseCloudMusicApi,unknown
apache/airflow,362,apache,airflow,unknown
sun0225SUN/Awesome-Love-Code,361,sun0225SUN,Awesome-Love-Code,unknown
tgbot-collection/YYeTsBot,361,tgbot-collection,YYeTsBot,unknown
abhisheknaiidu/awesome-github-profile-readme,361,abhisheknaiidu,awesome-github-profile-readme,unknown
IDEA-Research/Grounded-Segment-Anything,361,IDEA-Research,Grounded-Segment-Anything,unknown
wgwang/awesome-LLMs-In-China,361,wgwang,awesome-LLMs-In-China,unknown
dangeng/visual_anagrams,360,dangeng,visual_anagrams,unknown
Vision-CAIR/MiniGPT-4,360,Vision-CAIR,MiniGPT-4,unknown
ihmily/DouyinLiveRecorder,360,ihmily,DouyinLiveRecorder,unknown
catppuccin/catppuccin,360,catppuccin,catppuccin,unknown
RikkaApps/Shizuku,359,RikkaApps,Shizuku,unknown
nilaoda/N_m3u8DL-RE,358,nilaoda,N_m3u8DL-RE,unknown
agefanscom/website,358,agefanscom,website,unknown
mastodon/mastodon,358,mastodon,mastodon,unknown
metabase/metabase,358,metabase,metabase,unknown
Chuyu-Team/Dism-Multi-language,358,Chuyu-Team,Dism-Multi-language,unknown
havenhq/mamba-chat,358,havenhq,mamba-chat,unknown
microsoft/ebpf-for-windows,357,microsoft,ebpf-for-windows,unknown
aristocratos/btop,357,aristocratos,btop,unknown
laravel/laravel,356,laravel,laravel,unknown
dbeaver/dbeaver,356,dbeaver,dbeaver,unknown
modelscope/modelscope-agent,356,modelscope,modelscope-agent,unknown
android/nowinandroid,355,android,nowinandroid,unknown
yl4579/StyleTTS2,355,yl4579,StyleTTS2,unknown
awesomedata/awesome-public-datasets,354,awesomedata,awesome-public-datasets,unknown
Homebrew/brew,354,Homebrew,brew,unknown
leonardomso/33-js-concepts,354,leonardomso,33-js-concepts,unknown
ConnectAI-E/Awesome-One-Click-Deployment,354,ConnectAI-E,Awesome-One-Click-Deployment,unknown
TideSec/TscanPlus,353,TideSec,TscanPlus,unknown
javahuang/SurveyKing,353,javahuang,SurveyKing,unknown
chathub-dev/chathub,353,chathub-dev,chathub,unknown
open-mmlab/mmdetection,352,open-mmlab,mmdetection,unknown
remix-run/remix,352,remix-run,remix,unknown
alebcay/awesome-shell,352,alebcay,awesome-shell,unknown
akullpp/awesome-java,352,akullpp,awesome-java,unknown
rockerBOO/awesome-neovim,352,rockerBOO,awesome-neovim,unknown
emilk/egui,352,emilk,egui,unknown
input-leap/input-leap,352,input-leap,input-leap,unknown
1c7/chinese-independent-developer,352,1c7,chinese-independent-developer,unknown
Textualize/textual,351,Textualize,textual,unknown
awesome-foss/awesome-sysadmin,351,awesome-foss,awesome-sysadmin,unknown
protocolbuffers/protobuf,350,protocolbuffers,protobuf,unknown
BlueMatthew/WechatExporter,350,BlueMatthew,WechatExporter,unknown
AUK9527/Are-u-ok,350,AUK9527,Are-u-ok,unknown
K11MCH1/AdrenoToolsDrivers,349,K11MCH1,AdrenoToolsDrivers,unknown
nikitabobko/AeroSpace,349,nikitabobko,AeroSpace,unknown
moddio/moddio2,349,moddio,moddio2,unknown
FlagOpen/FlagEmbedding,349,FlagOpen,FlagEmbedding,unknown
tqdm/tqdm,349,tqdm,tqdm,unknown
AIoT-MLSys-Lab/Efficient-LLMs-Survey,349,AIoT-MLSys-Lab,Efficient-LLMs-Survey,unknown
skypilot-org/skypilot,349,skypilot-org,skypilot,unknown
Netflix/conductor,348,Netflix,conductor,unknown
TheAlgorithms/Java,348,TheAlgorithms,Java,unknown
htr-tech/zphisher,348,htr-tech,zphisher,unknown
antfu/shikiji,347,antfu,shikiji,unknown
conventional-changelog/commitlint,347,conventional-changelog,commitlint,unknown
apple/swift,347,apple,swift,unknown
lcomplete/huntly,347,lcomplete,huntly,unknown
keycloak/keycloak,347,keycloak,keycloak,unknown
xenova/transformers.js,346,xenova,transformers.js,unknown
ManimCommunity/manim,346,ManimCommunity,manim,unknown
iperov/DeepFaceLive,346,iperov,DeepFaceLive,unknown
mangerlahn/Latest,346,mangerlahn,Latest,unknown
modelscope/facechain,346,modelscope,facechain,unknown
projectdiscovery/nuclei,345,projectdiscovery,nuclei,unknown
date-fns/date-fns,345,date-fns,date-fns,unknown
pmndrs/jotai,345,pmndrs,jotai,unknown
vueuse/vueuse,345,vueuse,vueuse,unknown
gabime/spdlog,345,gabime,spdlog,unknown
nvim-telescope/telescope.nvim,345,nvim-telescope,telescope.nvim,unknown
joonspk-research/generative_agents,345,joonspk-research,generative_agents,unknown
labring/sealos,345,labring,sealos,unknown
OpenBB-finance/OpenBBTerminal,344,OpenBB-finance,OpenBBTerminal,unknown
s-casci/tinyzero,344,s-casci,tinyzero,unknown
MonitorControl/MonitorControl,344,MonitorControl,MonitorControl,unknown
derailed/k9s,344,derailed,k9s,unknown
WordPress/gutenberg,344,WordPress,gutenberg,unknown
adrianhajdin/ecommerce,344,adrianhajdin,ecommerce,unknown
qarmin/czkawka,344,qarmin,czkawka,unknown
krishnaik06/Perfect-Roadmap-To-Learn-Data-Science-In-2024,343,krishnaik06,Perfect-Roadmap-To-Learn-Data-Science-In-2024,unknown
vectorisvector/Polaris,343,vectorisvector,Polaris,unknown
ageitgey/face_recognition,343,ageitgey,face_recognition,unknown
emilkowalski/vaul,343,emilkowalski,vaul,unknown
ImranR98/Obtainium,343,ImranR98,Obtainium,unknown
rahulnyk/knowledge_graph,343,rahulnyk,knowledge_graph,unknown
yoeven/ai-video-search-engine,343,yoeven,ai-video-search-engine,unknown
wg-easy/wg-easy,342,wg-easy,wg-easy,unknown
hpcaitech/ColossalAI,342,hpcaitech,ColossalAI,unknown
Ray512512/JavaProject.Base,342,Ray512512,JavaProject.Base,unknown
remotion-dev/remotion,342,remotion-dev,remotion,unknown
barry-ran/QtScrcpy,341,barry-ran,QtScrcpy,unknown
python-poetry/poetry,341,python-poetry,poetry,unknown
aria2/aria2,341,aria2,aria2,unknown
tursodatabase/libsql,341,tursodatabase,libsql,unknown
seerge/g-helper,341,seerge,g-helper,unknown
VSCodium/vscodium,341,VSCodium,vscodium,unknown
Mint-Blockchain/mint-brandkit,341,Mint-Blockchain,mint-brandkit,unknown
521xueweihan/GitHub520,340,521xueweihan,GitHub520,unknown
zitadel/zitadel,340,zitadel,zitadel,unknown
Ink-Osier/PandoraToV1Api,340,Ink-Osier,PandoraToV1Api,unknown
LSPosed/LSPatch,340,LSPosed,LSPatch,unknown
git/git,340,git,git,unknown
tailscale/tailscale,340,tailscale,tailscale,unknown
ddgksf2013/ddgksf2013,339,ddgksf2013,ddgksf2013,unknown
jzhang38/TinyLlama,339,jzhang38,TinyLlama,unknown
TheAlgorithms/C-Plus-Plus,339,TheAlgorithms,C-Plus-Plus,unknown
lich0821/WeChatFerry,339,lich0821,WeChatFerry,unknown
huggingface/text-generation-inference,339,huggingface,text-generation-inference,unknown
sundowndev/phoneinfoga,339,sundowndev,phoneinfoga,unknown
tatsu-lab/stanford_alpaca,339,tatsu-lab,stanford_alpaca,unknown
facebookresearch/PurpleLlama,338,facebookresearch,PurpleLlama,unknown
chdb-io/chdb,338,chdb-io,chdb,unknown
directus/directus,338,directus,directus,unknown
dailenson/SDT,338,dailenson,SDT,unknown
keshavgbpecdelhi/Web-Development,338,keshavgbpecdelhi,Web-Development,unknown
codefuse-ai/codefuse-chatbot,338,codefuse-ai,codefuse-chatbot,unknown
typesense/typesense,338,typesense,typesense,unknown
dzhulgakov/llama-mistral,337,dzhulgakov,llama-mistral,unknown
isocpp/CppCoreGuidelines,337,isocpp,CppCoreGuidelines,unknown
deepseek-ai/DeepSeek-LLM,337,deepseek-ai,DeepSeek-LLM,unknown
rage-rb/rage,337,rage-rb,rage,unknown
microsoft/unilm,336,microsoft,unilm,unknown
wasm3/wasm3,336,wasm3,wasm3,unknown
rxhanson/Rectangle,336,rxhanson,Rectangle,unknown
tlack/atree,336,tlack,atree,unknown
SocialSisterYi/bilibili-API-collect,336,SocialSisterYi,bilibili-API-collect,unknown
microsoft/LoRA,336,microsoft,LoRA,unknown
tomnomnom/gron,335,tomnomnom,gron,unknown
backstage/backstage,335,backstage,backstage,unknown
spf13/cobra,335,spf13,cobra,unknown
aigc-apps/sd-webui-EasyPhoto,335,aigc-apps,sd-webui-EasyPhoto,unknown
casibase/casibase,335,casibase,casibase,unknown
yihong0618/tg_bot_collections,334,yihong0618,tg_bot_collections,unknown
whyour/qinglong,334,whyour,qinglong,unknown
RocketChat/Rocket.Chat,334,RocketChat,Rocket.Chat,unknown
intel/intel-extension-for-transformers,334,intel,intel-extension-for-transformers,unknown
dastergon/awesome-sre,334,dastergon,awesome-sre,unknown
evanhu1/talk2arxiv,334,evanhu1,talk2arxiv,unknown
szymanowiczs/splatter-image,333,szymanowiczs,splatter-image,unknown
serverless/serverless,333,serverless,serverless,unknown
gaozhangmin/aliyunpan,333,gaozhangmin,aliyunpan,unknown
TencentARC/GFPGAN,332,TencentARC,GFPGAN,unknown
pandas-dev/pandas,332,pandas-dev,pandas,unknown
WooooDyy/LLM-Agent-Paper-List,332,WooooDyy,LLM-Agent-Paper-List,unknown
asset-group/5ghoul-5g-nr-attacks,332,asset-group,5ghoul-5g-nr-attacks,unknown
matheusfelipeog/beautiful-docs,332,matheusfelipeog,beautiful-docs,unknown
cboxdoerfer/fsearch,332,cboxdoerfer,fsearch,unknown
Skythinker616/gpt-assistant-android,332,Skythinker616,gpt-assistant-android,unknown
serengil/deepface,332,serengil,deepface,unknown
mozilla/pdf.js,332,mozilla,pdf.js,unknown
fmtlib/fmt,331,fmtlib,fmt,unknown
Teamlinker/Teamlinker,331,Teamlinker,Teamlinker,unknown
daboynb/PlayIntegrityNEXT,331,daboynb,PlayIntegrityNEXT,unknown
tremorlabs/tremor,330,tremorlabs,tremor,unknown
labstack/echo,330,labstack,echo,unknown
pnpm/pnpm,330,pnpm,pnpm,unknown
slidevjs/slidev,330,slidevjs,slidev,unknown
pallets/flask,330,pallets,flask,unknown
Bistutu/GoMusic,330,Bistutu,GoMusic,unknown
Lissy93/dashy,329,Lissy93,dashy,unknown
YanG-1989/m3u,329,YanG-1989,m3u,unknown
Kareadita/Kavita,329,Kareadita,Kavita,unknown
jeessy2/ddns-go,329,jeessy2,ddns-go,unknown
fastify/fastify,329,fastify,fastify,unknown
NVIDIA/Megatron-LM,329,NVIDIA,Megatron-LM,unknown
gchq/CyberChef,329,gchq,CyberChef,unknown
oramasearch/orama,328,oramasearch,orama,unknown
tyxsspa/AnyText,328,tyxsspa,AnyText,unknown
xiaoyaocz/dart_simple_live,328,xiaoyaocz,dart_simple_live,unknown
denysdovhan/wtfjs,328,denysdovhan,wtfjs,unknown
snapshot-labs/snapshot,328,snapshot-labs,snapshot,unknown
xiaolincoder/CS-Base,327,xiaolincoder,CS-Base,unknown
portainer/portainer,327,portainer,portainer,unknown
JaidedAI/EasyOCR,327,JaidedAI,EasyOCR,unknown
spdustin/ChatGPT-AutoExpert,327,spdustin,ChatGPT-AutoExpert,unknown
neutraltone/awesome-stock-resources,326,neutraltone,awesome-stock-resources,unknown
neonbjb/tortoise-tts,326,neonbjb,tortoise-tts,unknown
aquasecurity/trivy,326,aquasecurity,trivy,unknown
pbatard/rufus,326,pbatard,rufus,unknown
mouredev/roadmap-retos-programacion,326,mouredev,roadmap-retos-programacion,unknown
3DTopia/OpenLRM,325,3DTopia,OpenLRM,unknown
jumpserver/jumpserver,325,jumpserver,jumpserver,unknown
eugeneyan/open-llms,325,eugeneyan,open-llms,unknown
t3-oss/create-t3-app,325,t3-oss,create-t3-app,unknown
InstantID/InstantID,325,InstantID,InstantID,unknown
K3YOMI/Wall-of-Flippers,325,K3YOMI,Wall-of-Flippers,unknown
mindsdb/mindsdb,325,mindsdb,mindsdb,unknown
xcanwin/KeepChatGPT,324,xcanwin,KeepChatGPT,unknown
umami-software/umami,324,umami-software,umami,unknown
solidjs/solid,324,solidjs,solid,unknown
xyflow/xyflow,324,xyflow,xyflow,unknown
JanDeDobbeleer/oh-my-posh,324,JanDeDobbeleer,oh-my-posh,unknown
getsurfboard/surfboard,324,getsurfboard,surfboard,unknown
liyupi/codefather,324,liyupi,codefather,unknown
deepfakes/faceswap,324,deepfakes,faceswap,unknown
chakra-ui/chakra-ui,323,chakra-ui,chakra-ui,unknown
qishibo/AnotherRedisDesktopManager,323,qishibo,AnotherRedisDesktopManager,unknown
sontek/snowmachine,323,sontek,snowmachine,unknown
nilaoda/BBDown,323,nilaoda,BBDown,unknown
babalae/better-genshin-impact,323,babalae,better-genshin-impact,unknown
Textualize/rich,322,Textualize,rich,unknown
webpro/knip,322,webpro,knip,unknown
updateu3/Stealerium_Stealer_Moded,322,updateu3,Stealerium_Stealer_Moded,unknown
ethereum/go-ethereum,322,ethereum,go-ethereum,unknown
monkeytypegame/monkeytype,322,monkeytypegame,monkeytype,unknown
tailwindlabs/headlessui,321,tailwindlabs,headlessui,unknown
jackyzha0/quartz,321,jackyzha0,quartz,unknown
wy876/POC,321,wy876,POC,unknown
minimaxir/hacker-news-undocumented,321,minimaxir,hacker-news-undocumented,unknown
radix-ui/primitives,320,radix-ui,primitives,unknown
facebookresearch/xformers,320,facebookresearch,xformers,unknown
rahuldkjain/github-profile-readme-generator,319,rahuldkjain,github-profile-readme-generator,unknown
lxgw/LxgwWenKai,319,lxgw,LxgwWenKai,unknown
yonggekkk/Cloudflare-workers-pages-vless,319,yonggekkk,Cloudflare-workers-pages-vless,unknown
dvmazur/mixtral-offloading,319,dvmazur,mixtral-offloading,unknown
kovidgoyal/kitty,319,kovidgoyal,kitty,unknown
tldr-pages/tldr,318,tldr-pages,tldr,unknown
nextcloud/server,318,nextcloud,server,unknown
everywall/ladder,318,everywall,ladder,unknown
ajeetdsouza/zoxide,317,ajeetdsouza,zoxide,unknown
chidiwilliams/buzz,317,chidiwilliams,buzz,unknown
AnsonZnl/RehabilitationGuide,317,AnsonZnl,RehabilitationGuide,unknown
Infisical/infisical,317,Infisical,infisical,unknown
jgm/pandoc,317,jgm,pandoc,unknown
cypress-io/cypress,317,cypress-io,cypress,unknown
PHPCSStandards/PHP_CodeSniffer,317,PHPCSStandards,PHP_CodeSniffer,unknown
mouredev/hello-git,316,mouredev,hello-git,unknown
mikeroyal/Self-Hosting-Guide,316,mikeroyal,Self-Hosting-Guide,unknown
jivoi/awesome-osint,316,jivoi,awesome-osint,unknown
TheRealJoelmatic/RemoveAdblockThing,316,TheRealJoelmatic,RemoveAdblockThing,unknown
lucidrains/vit-pytorch,316,lucidrains,vit-pytorch,unknown
amantinband/clean-architecture,316,amantinband,clean-architecture,unknown
vim/vim,315,vim,vim,unknown
hankcs/HanLP,315,hankcs,HanLP,unknown
walter201230/Python,315,walter201230,Python,unknown
langchain-ai/langchainjs,315,langchain-ai,langchainjs,unknown
pinokiocomputer/pinokio,315,pinokiocomputer,pinokio,unknown
LiJunYi2/navicat-keygen-16V,315,LiJunYi2,navicat-keygen-16V,unknown
spring-projects/spring-framework,315,spring-projects,spring-framework,unknown
zsh-users/zsh-autosuggestions,315,zsh-users,zsh-autosuggestions,unknown
jasontaylordev/CleanArchitecture,314,jasontaylordev,CleanArchitecture,unknown
ocrmypdf/OCRmyPDF,313,ocrmypdf,OCRmyPDF,unknown
Ryujinx/Ryujinx,313,Ryujinx,Ryujinx,unknown
rubickCenter/rubick,313,rubickCenter,rubick,unknown
kunal-kushwaha/DSA-Bootcamp-Java,313,kunal-kushwaha,DSA-Bootcamp-Java,unknown
tiann/KernelSU,313,tiann,KernelSU,unknown
Loyalsoldier/v2ray-rules-dat,313,Loyalsoldier,v2ray-rules-dat,unknown
bluenviron/mediamtx,312,bluenviron,mediamtx,unknown
lucia-auth/lucia,312,lucia-auth,lucia,unknown
