repo_name,stars
DERE-ad2001/Frida-Labs,237
KevinWang676/Bark-Voice-Cloning,237
tailwindlabs/heroicons,237
Krypteria/AtlasLdr,237
lukeed/clsx,237
AlexanderPro/SmartSystemMenu,237
stefan-jansen/machine-learning-for-trading,237
chipsalliance/chisel,237
cberner/redb,236
Nutlope/aicommits,236
windmill-labs/windmill,236
501351981/vue-office,236
chatwoot/chatwoot,236
DataTalksClub/machine-learning-zoomcamp,235
atuinsh/atuin,235
Pierian-Data/Complete-Python-3-Bootcamp,235
xinghaochen/TinySAM,235
searxng/searxng,235
sharkdp/hyperfine,235
IDEA-Research/GroundingDINO,235
BruceMacD/chatd,235
charmbracelet/vhs,234
hagezi/dns-blocklists,234
tusen-ai/naive-ui,234
mementum/backtrader,234
docker-easyconnect/docker-easyconnect,234
naptha/tesseract.js,234
SunzeY/AlphaCLIP,234
Visualize-ML/Book4_Power-of-Matrix,234
Tongji-KGLLM/RAG-Survey,234
TanStack/table,234
firecracker-microvm/firecracker,233
baichuan-inc/Baichuan2,233
docsifyjs/docsify,233
Ebazhanov/linkedin-skill-assessments-quizzes,233
jhuckaby/Cronicle,233
firefly-iii/firefly-iii,233
floating-ui/floating-ui,233
Uahh/ToastFish,233
xiaogang000/XG_NTAI,233
apache/spark,233
OWASP/CheatSheetSeries,233
eric-mitchell/direct-preference-optimization,232
web-infra-dev/rspack,232
QwenLM/Qwen-Audio,232
skywind3000/ECDICT,232
BlinkDL/RWKV-LM,232
Delgan/loguru,232
geekan/HowToLiveLonger,232
Evil0ctal/Douyin_TikTok_Download_API,232
linhx/tbmk,231
zitadel/oidc,231
melt-ui/melt-ui,231
lima-vm/lima,231
FreeTubeApp/FreeTube,231
antergone/palm-proxy,231
tandpfun/skill-icons,231
greensock/GSAP,231
gpt-engineer-org/gptengineer.app,231
google/generative-ai-python,231
uazo/cromite,231
huggingface/autotrain-advanced,231
kysely-org/kysely,231
testerSunshine/12306,231
predibase/lorax,231
ReVanced/revanced-patches,231
ValveSoftware/Proton,231
hacktivist123/DevOps-Learning-Plan,231
servo/servo,230
MuiseDestiny/zotero-gpt,230
ssloy/tinyrenderer,230
crossplane/crossplane,230
loft-sh/devpod,230
sdbds/magic-animate-for-windows,230
josStorer/RWKV-Runner,230
BlackINT3/OpenArk,230
cloudflare/cloudflared,230
foss42/apidash,230
vitalik/django-ninja,230
mattwparas/steel,230
ffmpegwasm/ffmpeg.wasm,229
videolan/vlc,229
rails/rails,229
fail2ban/fail2ban,229
yairm210/Unciv,229
LibreTranslate/LibreTranslate,229
nalgeon/codapi-js,229
deezertidal/shadowrocket-rules,229
RayWangQvQ/BiliBiliToolPro,229
explosion/spaCy,229
QuestPDF/QuestPDF,229
timqian/chinese-independent-blogs,229
ixartz/Next-js-Boilerplate,229
neuml/txtai,229
Dr-TSNG/ZygiskNext,229
baaivision/tokenize-anything,229
PrefectHQ/marvin,229
SortableJS/Sortable,229
Alex313031/thorium,229
tobymao/sqlglot,228
microsoft/inshellisense,228
tindy2013/subconverter,228
advplyr/audiobookshelf,228
nvimtools/none-ls.nvim,228
opendilab/LMDrive,228
nerdyrodent/AVeryComfyNerd,228
youniaogu/MangaReader,228
hwdsl2/setup-ipsec-vpn,228
gogs/gogs,228
sroecker/LLM_AppDev-HandsOn,228
DulLabs/bhai-lang,227
BepInEx/BepInEx,227
aizik721/AimBot,227
gorilla/websocket,227
smartcontractkit/full-blockchain-solidity-course-js,227
SerenityOS/serenity,227
Kong/kong,227
iBotPeaches/Apktool,227
VictoriaMetrics/VictoriaMetrics,227
apple/ml-sigma-reparam,227
weaviate/weaviate,227
guinmoon/LLMFarm,227
iam-veeramalla/aws-devops-zero-to-hero,227
S-LoRA/S-LoRA,226
xyynafc/FaceStudio,226
lobehub/lobe-ui,226
sqlc-dev/sqlc,226
floodsung/Deep-Learning-Papers-Reading-Roadmap,226
TanStack/router,226
itwanger/toBeBetterJavaer,226
harness/gitness,226
cambecc/earth,226
influxdata/influxdb,226
encode/django-rest-framework,226
replicate/cog,226
hashcat/hashcat,226
microsoft/winget-cli,226
slackhq/nebula,225
EmbraceAGI/LangGPT,225
